state,MSCI USA,MSCI EUROPE,MSCI EM,MSCI KOREA,MSCI JAPAN
0,0.30533331201465025,0.17956361573118995,4.0203881001823965e-05,0.08103441001582622,0.4340284583573316
1,0.5251715952586288,0.22583309758563475,0.02765593140297351,3.795512219468253e-05,0.2213014206305683
2,0.1975112246649458,0.1615959942112131,0.18764446996403122,0.4532072533349904,4.105782481935847e-05
3,0.3513526346466027,0.05545982110263205,4.0803482363927496e-05,0.27949009381238826,0.313656646956013
