state,em_hsd,eu_hsd,us_hsd,usd,jpy,eur,state_0,state_1,state_2,state_3
0,4.201400441285345,0.007896837987883,3.3989940616154497,0.0043069694596711,0.0107862248213124,-0.0037293754237927,0.7014717104911614,0.007757340092701967,0.04892391287960094,0.03843176710765245
1,0.1167572961754494,1.6442190608076586,2.513793222180108,0.0026575954076752,0.0032404612891951,-0.0031132230050794,0.11492604852009654,0.5289049914341712,0.07082111577673907,0.11753507112154808
2,-4.174794301131326,-0.1085200879228164,-0.0187893233399023,-0.0037328490718321,-0.006900569072904,0.0089984021528883,0.06452080498766183,0.025216796673701948,0.8369333359890685,5.151383741826469e-06
3,2.419176491980899,0.9902617008308544,3.4810608880662333,-0.0007387065909105,0.00092514377039115,0.0006443904163796,0.14014904069045708,0.14437019643296128,0.03665056461505006,0.633013318161305
