state,MSCI World,MSCI EM,Gov Bond,Gold,WTI
0,0.34806020275711463,0.1794995565904966,0.1446699159895296,0.07777032462426518,0.2500000000385922
1,0.284458495525347,0.1504617750880869,0.06507973052309603,0.24999999886973834,0.24999999999373304
2,0.2769589223162225,0.2598109094142813,0.19178773489171608,0.2499999993006596,0.021442434077112948
3,0.4060492065073937,0.2827997306890047,3.462988135358205e-05,0.21896027891291164,0.09215615400933631
