state,US 1-3Y GOVT,US 5Y GOVT,US 10Y GOVT,US 30Y GOVT
0,0.34215889424372636,0.38179584779672554,0.2759984061812254,4.685177832271354e-05
1,0.6855283614268085,0.11342618144088452,4.0966385307453716e-05,0.20100449074699944
2,4.182804790149771e-05,0.13017793938931815,0.2920623513016652,0.5777178812611151
3,0.17053224205927792,0.4213895111412329,0.40803342275905735,4.482404043163414e-05
