date,20_ER,20_MKT,40_ER,40_MKT,45_ER,45_MKT,10_ER,10_MKT,25_ER,25_MKT,50_ER,50_MKT,55_ER,55_MKT,35_ER,35_MKT,30_ER,30_MKT,15_ER,15_MKT,60_ER,60_MKT
2002-01-25,0.014741533560069294,1127187.73478835,0.01351270146740163,2189232.9349042904,0.04304545803358899,1999950.1341881,-0.0067832895026801576,538429.1400724599,0.034941404047790565,735715.2988487501,0.0011390650906959042,1016373.60429746,-0.009226971842750944,338484.11732247,0.011332090537913913,1701064.86796274,0.008585353982071931,1011967.2047469099,0.014078759948150728,227879.24924,0.012546984016225466,172690.65360848
2002-02-22,0.00117567758087313,1149036.12857452,-0.008026881053675154,2105137.70308105,-0.02938149727997928,1845264.9190717698,-0.0015442707585139653,543834.0064999,0.011707061810133704,756447.07492906,-0.009679102426351647,946150.82667463,-0.008600260462173999,327346.59359525,-0.0010654251721872445,1708571.48871843,0.006757914135479476,1055271.4870894004,0.008808569394246783,252713.55586273997,0.00753850900891148,176007.53434465
2002-03-29,0.01115093754941854,1172747.5861091,0.0005372866422306318,2230360.5343358098,-0.006986592925236081,1821694.0674260003,0.028960820864643372,602582.9417592902,0.017143753442074028,777565.63241746,-0.019623375293873983,966256.38695326,0.009136537134138745,360080.86981686996,0.005267079468593186,1714380.68702539,0.020351211917386047,1090832.47662967,0.030304768575646686,262307.46803340997,0.00936020786905348,186884.62926885003
2002-04-26,-0.0007119817322721088,1132356.40167365,-0.0005774564065487509,2249578.7897725804,-0.03419557439757908,1744526.7003059098,0.016122150800098257,603966.4202421299,0.01676181690345841,809849.9417403298,-0.027863964644086484,878392.54482935,0.009405468144107886,367545.29479139997,-0.001534235311133403,1668457.2866540202,0.021992633893291525,1089994.81801061,0.022088409304147308,264983.08880614,0.014244956859576552,186421.134273
2002-05-31,0.004126516979623044,1134017.26828063,0.0055237900644812595,2242382.35178917,-0.0033966494630126073,1667378.33669675,0.017670070741643805,591718.02965349,0.016755877327280393,822730.04390088,-0.01288097441212177,883826.9994784798,-0.0066311028579700065,354195.19169079995,-0.0046398607878108174,1578452.5910955402,0.017604436108511305,1074103.52481777,0.027580918727966426,275446.89181806,0.008838562343998007,188248.43860098
2002-06-28,-0.03879522134051183,1083439.57161535,-0.029720619748617675,2129576.9310128903,-0.090390483941718,1384296.63213931,-0.028534758463914133,559727.03378749,-0.03411326578312825,767783.41004369,-0.051926727746879994,756552.94076572,-0.03329997165997946,324761.3726384,-0.02326197124217798,1434518.65320811,-0.0009787358968510625,1079224.3977077596,-0.0193051984360282,265585.60465893004,-0.009377966740027024,188865.62696984003
2002-07-26,-0.059967634228576976,918961.19582755,-0.05568046912412527,1792393.92111304,-0.1093142358915392,1239086.6044068797,-0.06584978421866136,434573.28348066,-0.07644973798269387,614394.3554897,-0.09276598803689279,610657.35736326,-0.07964223435631239,258131.60103110006,-0.05000597742992746,1175514.0468776799,-0.03055791011393567,896248.5905241799,-0.052583590845151976,221980.12626419004,-0.04034969546441146,164605.88389656998
2002-08-30,-0.03715638827590473,1047510.8340641401,-0.02190664497146881,2045583.6450471699,-0.07226297736866333,1328686.3112733997,-0.039727791369395984,518674.76420603,-0.0534445119514272,689291.6162821499,-0.04949410034467824,691853.77018561,-0.03792878616146147,312644.46763446,-0.026446352694371598,1463892.7325780499,-0.015474679323296247,1028782.86164506,-0.03740358521714821,243511.21215598003,-0.01792613404647359,180478.41584898
2002-09-27,-0.047801866942035226,930579.89420413,-0.04083005130442864,1782255.20881909,-0.05947279985543597,1057170.21478079,-0.05107852469927381,465148.92277494,-0.05360753743972036,627650.62008799,-0.0561972767017038,629353.97903707,-0.06053141928346434,261024.01655657,-0.03409550842494347,1318410.43886697,-0.031229698678888314,964945.15068639,-0.051063858206029676,221646.08743190998,-0.03509957278166912,174913.16673789
2002-10-25,0.007030975210418165,959944.86924707,0.03925214848945857,1941295.53527157,0.04121492178926692,1176312.45292201,0.018132601071153994,515071.7092018201,-0.0027502065055193745,637910.9358727001,0.06444399488816616,697850.9524191,0.004100572372299626,252953.87741419,0.02173245832219569,1425467.62493721,0.016101860294899656,1015183.7742884599,-0.0001699389751141543,229965.19242791,-0.007405492422266249,165243.29285442
2002-11-29,0.01125412951354827,978374.8090792799,0.02099440474529342,2006236.27535566,0.06687122511826811,1440530.60635949,0.003207123047945848,496762.9324688301,0.010794707174572038,646253.75580456,0.028573793041537125,787404.0582977801,0.002335136020752682,274927.91813053,-0.0010539671357932454,1431327.67563046,-0.011327370036709528,954752.8684704902,0.019886405527360054,236658.41297677,0.001929403347385956,172393.44855831
2002-12-27,0.0125091405033948,959571.2624941301,0.03583422747115952,1964257.3877438297,0.08824194936239468,1307611.6180993402,0.01639850830065329,513165.72051014006,0.009491414664165664,613105.00238544,0.04711220526711806,738154.9271088301,0.017628462946286165,278863.346555,0.007805139436660445,1392463.09037599,-0.005599530500462545,943792.22684151,0.036840360190268685,237544.18281645,0.007339288031106681,172697.86496906
2003-01-31,-0.011873660047328736,888823.75878754,-0.008149505166374258,1846748.28158902,0.03614307818729708,1255885.29011766,-0.01626766307428865,467141.90201905003,-0.010949963094901372,577906.79723681,-0.0020924518279397553,686395.46507285,-0.012397950912902043,264541.94106966,-0.012210548492546944,1334171.3349514701,-0.027339398569978923,897899.30376321,0.01702404275440891,222339.49025832,-0.003290452308703691,166324.76054652
2003-02-28,-0.03339409113155656,873927.40641288,-0.02226448732432182,1771228.6390024,-0.0417322211544994,1263620.1404193798,-0.0216418107236258,500188.80040506995,-0.030925991629281606,566448.24855469,-0.03670408339765768,645663.22717247,-0.03176667957146806,257857.64821831998,-0.020515483103215906,1315128.9433569,-0.018153280094466293,873462.20774639,-0.03363874079141259,214047.88603944,-0.020077771692951277,169075.24184499
2003-03-28,-0.009476040873099244,922961.04967289,3.7134988902109804e-05,1827785.1277123399,0.008317347413522256,1299201.4602763602,-0.00743308607073165,504366.6886511901,-0.00929357445133789,602680.60466341,0.014717709238845094,666030.0092714999,-0.014952159739976014,270961.24148280005,0.01348884134427631,1382442.48138966,-0.0037660423902055344,891339.5372672899,-0.015365396239048661,222453.99181459003,-0.013702835657190389,175135.28986658
2003-04-25,0.013873350875989059,961268.7797579902,0.025614745761059446,1937196.89967996,0.03685392197804199,1342886.31000848,0.002923358793800754,505848.65538561007,0.01362548426082292,641033.8049130199,0.04383616722734521,685088.37620973,0.008924056320111638,281188.22513137996,0.025276006428056087,1448015.3436294498,0.009207386208629147,911919.2223008999,0.004880136901793702,225313.80713542,-0.0012235588101622234,197320.95718506002
2003-05-30,0.040454646854890974,993729.88433116,0.05502147327768021,2009678.3421417898,0.09224781658573121,1418112.8208540399,0.028750515888093343,541932.3521037198,0.05382005181123148,665600.3730846901,0.08492562476089384,762471.02160447,0.047743180073556477,319041.48265631,0.04457376593800881,1519195.0026965302,0.03673293372673794,955282.17605008,0.0398913916365468,235796.92038777,0.014271134128047834,226451.33398257996
2003-06-27,0.03992891797626466,1055279.73917365,0.04804551257307474,2100494.97531708,0.08596051016391215,1501600.59435295,0.02526536464561726,553963.9967839201,0.055153190293770395,713732.80099671,0.07586185868526388,795724.8549554299,0.04633309359776254,328694.23053954,0.0453143792625818,1621849.4038641602,0.03209096231056171,986159.4305001999,0.044303251497880426,241450.52090029998,0.019141998283367913,224928.36244078996
2003-07-25,0.04139128157188661,1049215.5438671,0.04842030902805803,2181171.0953064403,0.07818676490427301,1560265.00358428,0.015147093513185035,531579.93278585,0.04834061459307445,728528.64048983,0.04968099395650237,770977.0117320601,0.03602450731826419,306931.6321352599,0.03527470560084616,1550737.04550197,0.027257996266864114,975914.00956689,0.053273464043926994,243951.86137774002,0.026332257133075968,230995.69171355997
2003-08-29,0.026997975952949872,1116060.25922536,0.021655263271773445,2169924.2361230804,0.042392232098753056,1664338.75304747,0.011854038113028468,546506.28143015,0.029434491902597785,772282.14295357,0.010780069678437153,781209.9505051699,0.009356338931048125,312913.72524512006,0.008082570716299264,1490741.6064430198,0.012023857943165767,978159.1876309899,0.034174747043553694,260920.80460209996,0.01990795054961326,217048.94879531
2003-09-26,0.016988526874331736,1139416.92832099,0.012066864921109076,2241872.4970943397,0.034561356154575916,1781305.3720836397,0.007338399710818189,545940.2236952201,0.01973288419575034,789954.63490538,0.001364390848406256,787986.90641294,0.0016668407966703754,326449.90145731,0.0015423493283793887,1542870.8855446898,0.004256177868574782,997496.23325395,0.023056221142255567,260888.19076304004,0.01566936461011075,224399.43437216998
2003-10-31,0.027734299744592114,1127258.07634241,0.025245258556829298,2294921.35536885,0.042130731376346486,1798932.03263996,0.009284218734285586,556716.6577671401,0.044151828717081565,825980.60634448,0.008023377901185545,787191.33525945,0.008451427988903066,331299.89346560003,0.006155716545706668,1511191.6631383798,0.01514769113114859,1018712.3981155999,0.0385024989183111,266621.65440584003,0.02340597491905467,228509.72923473996
2003-11-28,0.027362667666048463,1173264.5359284198,0.026015221228216586,2323395.02586418,0.030665949496100846,1885257.33728222,0.00318274207996272,546491.50796324,0.04160666861539664,854582.61353165,0.004910908276312925,784205.3128095099,0.013994752512802605,331872.09874779003,0.013501549066375265,1566812.47013998,0.018387553212852393,1049999.9737268803,0.03884852352977695,275771.31663579,0.025477771393828494,228282.24272446
2003-12-26,0.042979764780872176,1241307.65126605,0.036461657501380085,2406778.9314408097,0.05365172048941766,1892667.3649956498,0.024939237096445268,613736.24929689,0.05530509011473042,850048.8136891101,0.028745185437648525,834134.22757069,0.01464393471896025,350610.83332657005,0.018573290756309157,1606526.9275340904,0.019272482418159417,1059884.1424640801,0.05504123828478283,304698.98163586,0.029574439550183917,235977.36818386
2004-01-30,0.030859437682916588,1300268.71355731,0.0273172244795362,2541485.52770705,0.04114494961620023,2110773.11199504,0.020607932062684728,648710.0900347498,0.037490926867976636,891443.3383895,0.019598458928274907,885443.21624084,0.0178402263480744,360106.95210237004,0.022459439389071217,1706694.0986603498,0.013281579939312404,1078533.7257541101,0.029491972251138657,299477.4374948,0.02829557948292282,242477.09277697
2004-02-27,0.032111415683412116,1260377.88732933,0.029989770954847783,2552287.21331039,0.021565887926774864,1934994.54220141,0.03940666148875173,650474.2746165099,0.03961356972775891,892298.02338751,0.02343630517010366,847395.89923205,0.02541668182133634,362248.99309463,0.018620060385823377,1700098.90406887,0.021385966117792674,1131606.59649523,0.04987385138324017,308217.4948994901,0.026622527397032927,249208.24814428
2004-03-26,0.009112982759058062,1197276.68309992,0.013575568620467934,2491632.47097845,-0.001480278353502386,1818802.96961298,0.007620061857053378,643855.1263835101,0.01663700144154627,880858.5511654101,0.0004078202708833024,826260.97589654,0.010295024192412194,365354.03308334,0.0034078865513719426,1613904.98223022,0.007640232185707689,1098121.2610792199,0.01633556327157873,294668.68391209,0.02331328570635411,259837.65872622005
2004-04-30,0.0024999200483426976,1285773.5022658801,-0.011528561293816377,2510993.57394401,-0.03532156900699457,1895642.5957173402,0.03724043318401099,684541.49925765,0.0015494686723927435,926942.18220881,-0.005093409794988631,875984.1543383799,0.0024427525123833843,362295.4533545,0.007518719912166149,1729287.82836847,0.011039833566138963,1139460.63427538,0.009574697138400961,314482.75256247,-0.017080298745450296,233172.50402418003
2004-05-28,-0.0011031240962341214,1250381.6491839,-0.011122228829344574,2462349.6813985696,-0.0070988199914546425,1804818.56825962,0.014451413793169464,675211.5533235699,0.004186617490522723,883190.31351222,-0.020358834363787673,837333.7422832999,0.0040432569923902414,350096.75166855997,-0.0071657609873948475,1647309.0953599298,0.002398714883338142,1094369.6241603696,-0.004908000519131823,297698.5275804399,0.0027694832675392517,234140.14422854997
