date,201020_ER,201020_MKT,403010_ER,403010_MKT,401010_ER,401010_MKT,453010_ER,453010_MKT,201060_ER,201060_MKT,101020_ER,101020_MKT,452030_ER,452030_MKT,451020_ER,451020_MKT,255040_ER,255040_MKT,502010_ER,502010_MKT,203040_ER,203040_MKT,551020_ER,551020_MKT,452020_ER,452020_MKT,402010_ER,402010_MKT,501010_ER,501010_MKT,551010_ER,551010_MKT,451030_ER,451030_MKT,252010_ER,252010_MKT,251010_ER,251010_MKT,352020_ER,352020_MKT,302020_ER,302020_MKT,203020_ER,203020_MKT,253010_ER,253010_MKT,402020_ER,402020_MKT,201040_ER,201040_MKT,252030_ER,252030_MKT,151040_ER,151040_MKT,151010_ER,151010_MKT,601010_ER,601010_MKT,251020_ER,251020_MKT,301010_ER,301010_MKT,151050_ER,151050_MKT,201010_ER,201010_MKT,601080_ER,601080_MKT,452010_ER,452010_MKT,151030_ER,151030_MKT,202010_ER,202010_MKT,352030_ER,352030_MKT,601050_ER,601050_MKT,351020_ER,351020_MKT,101010_ER,101010_MKT,601060_ER,601060_MKT,201030_ER,201030_MKT,551030_ER,551030_MKT,303010_ER,303010_MKT,151020_ER,151020_MKT,601040_ER,601040_MKT,202020_ER,202020_MKT,351010_ER,351010_MKT,352010_ER,352010_MKT,255030_ER,255030_MKT,501020_ER,501020_MKT,402030_ER,402030_MKT,201070_ER,201070_MKT,302030_ER,302030_MKT,551040_ER,551040_MKT,252020_ER,252020_MKT,502020_ER,502020_MKT,253020_ER,253020_MKT,203030_ER,203030_MKT,201050_ER,201050_MKT,602010_ER,602010_MKT,601070_ER,601070_MKT,302010_ER,302010_MKT,551050_ER,551050_MKT,601025_ER,601025_MKT,303020_ER,303020_MKT,601030_ER,601030_MKT,255010_ER,255010_MKT,203010_ER,203010_MKT,402040_ER,402040_MKT,351030_ER,351030_MKT,502030_ER,502030_MKT,203050_ER,203050_MKT
2001-03-30,-0.015667388176056733,22028.234482270003,-0.05257629778341724,415970.69557449006,-0.030267379844510105,936333.4608407603,-0.05473380985560268,604267.13953635,-0.011368209511893606,114343.09467486003,-0.021896367205036522,549422.50733066,-0.0936532103048843,92640.43523007998,0.01823274900358151,264204.2425249799,0.0174177908508678,258115.62732117,-0.002923731023509285,247593.02208733003,0.05467792651274114,59084.871237579995,-0.019984995753333606,58346.19617231001,-0.014350880231462308,286074.75198187,-0.02101509825990039,274242.90942071,0.023237554100669838,587703.7879797,-0.020968652444877146,212404.30418902004,0.023130249147200237,494584.2254505999,-0.004254118983602951,73633.10169153001,0.0031708962182931785,21567.08228992,-0.051143109687480204,994682.3073697899,-0.009167110089693759,124192.22270639002,-0.0517876209381248,25919.48363245,-0.005476945070448382,102128.4096385,-0.07259312417169747,67340.87767572,-0.05361422279987507,50475.466344780005,-0.023102226410601907,29406.46720424,-0.02118714824119591,23120.16753826,-0.03814664291392544,136684.40289695002,-0.01315611036822088,49163.59268036001,0.03488547387786261,75254.89297832,-2.7409860036641236e-05,308591.806282,-0.009610525038860803,15670.30671806,-0.046176777547956675,510236.15740411996,-0.04048821233548587,30396.271637489997,-0.14363420876610541,318192.6136584699,-0.02586967188546011,39109.131412149996,-0.026324697364880047,82609.17973862,-0.10422455566256239,40100.44166609,0.051178017302408,5014.10857001,-0.018260835065734716,185919.15932922004,-0.017313623419385592,75326.02936925001,-0.025454659292592836,26759.76800926,0.023528499637355392,9363.65856803,-0.012752551800905088,74473.82795515,-0.04571325990313824,157104.92535238003,-0.015033232442431202,9647.87425553,-0.023033241884480575,12965.97571486,-0.03757571913789571,65277.08832593002,-0.026105231163023115,258067.06545300002,-0.04314968399572365,116363.31742879,0.018023204664050663,64712.20107245,-0.04239623043309898,80287.63266965002,-0.07723288925993464,349599.94221174996,-0.0014466787327023127,20747.680886399998,-0.0003175118833307992,111426.43477092001,0.012061618227024003,4300.6237424,0.07339343047892426,15802.152806929998,0.055004582978087004,248018.42742956997,0.022432445268296807,33065.40086717,-0.053063331946448085,2043.80513343,-0.05916318948353497,73730.3126341,-0.0067671671467604555,9128.44909219,0.005887570104622788,11790.41373002,-0.047602063936442264,242197.45961676998,-0.034876842638313796,22522.433573489998,-0.03164205521414422,8762.716832549999,-0.0456174966694265,5271.29541697,0.0022394014642351523,4821.55452233,-0.019068240404715633,4870.615317850001,0.00921996658835456,40775.59697976,0.0,0.0,-0.10678373684144149,141.6258341,0.0,0.0,0.0,0.0
2001-04-27,0.009180256371658351,23066.143761,0.0011559789305741802,432734.1860334,-0.009547403937837717,992833.13073083,-0.058989547641628434,637227.2222528801,-0.002382974002643311,120133.82151293001,0.0038752518355482544,599072.06494992,-0.05496626258780554,97214.64619604999,-0.02691509251990973,303388.52061661996,0.005189090626602634,281914.82789523003,-0.005151532722259712,280548.4527854,0.024677304818356893,62993.65330283999,0.0313240050172641,64671.68800631999,-0.05395580175640649,315267.38228217,0.0230279494583285,283841.47786402,-0.023019358597822105,594416.5199897299,0.023608282490315543,220650.02640719997,-0.024885792978399414,589830.59151884,0.010442012470995002,68538.93736809,-0.019684689652912642,23227.553703610003,0.0009102413116193889,1038515.4352286399,0.007184990430194953,119023.33163758999,-0.00027217781593014893,27366.66366977001,0.001403738867112152,106385.82382051002,-0.004862482073612675,72976.4448727,-0.015385191383038581,52152.52848846001,0.006970743666520494,29474.723420989998,-0.005201731178049872,24186.783707590002,-0.0008216557239813651,143140.52739645,-0.0005607984944626236,48891.38740578,-0.018113863683823363,78920.72483352998,0.01184992025241013,316858.76514927,0.00379450914214108,16163.239865409998,-0.0032095826018957384,585566.2693789299,-0.023465313963479242,31500.294243900003,-0.11873610489588092,304411.6097367,-0.004184682127552556,41202.01177823001,0.005605925186558043,83517.02258614001,-0.007335333871705506,42475.284946700005,0.027708535088170026,5073.876206180001,0.036543455736118925,188160.08376789,0.011656124063417104,74554.65946083,0.0075546781975439035,26700.47368425,0.03544468487238343,9964.52017828,0.03087722696679727,82050.38274315,-0.007658998134695849,151153.30371285003,0.002566415209348638,9323.20558945,-0.0027566205219609406,12265.34535377,-0.00967920775088674,64330.17893356,0.00909514060898889,272223.84089037,0.017738868340860216,125309.66091487999,-0.004637304693278435,66710.28509316,-0.04202992775470237,80321.38590811001,-0.009381141197337985,379634.41879246006,0.008218424954478295,21001.800234780003,0.059002008863925474,117715.79238873,0.04935735836080011,4403.672187810001,0.03296915110104783,14848.835973489999,-0.03827532157215403,270424.18692782003,0.0429415770081773,31834.02127632,-0.01757594470481783,2131.7559898599998,-0.01754823075663481,84532.05736243,0.009199976089606205,8622.37079747,-0.005935470311043872,12026.098028139999,-0.015929830376535756,241987.1786144,-0.006392990798191653,23925.86344018,-0.007877621815917215,8680.81324143,-0.004598403239820277,8019.266495440001,-0.0036088431114310758,4766.279225419999,0.012918353707940276,5056.64540913,-0.004791164180169183,83429.93707018999,0.0,0.0,-0.07632834315338978,92.1050488,0.0,0.0,0.0,0.0
2001-05-25,0.005783839661746345,23838.233958420005,0.015051622598325261,472337.0278465801,0.01741993131650791,1028789.66994121,0.02095961000755158,719708.4245114799,0.019200362173791116,134599.04911107998,0.010030327315145712,613707.0752871301,0.057987283378898885,112422.72902952,0.03595841323851786,329857.3907033699,0.029284712986665545,322469.6004765,0.028443313264626964,302763.27540465,0.023902089491344758,72738.61667865,0.018138999164049464,63872.77606284001,0.034012349132369064,317174.39618250006,0.030034853157109583,294624.72664825,-0.005729244013031254,623274.6892560299,0.020217981001567575,228181.77653512,0.06282417760213378,635619.1326399301,0.012800237408417103,73827.7800801,0.012237235274289085,25463.65683217,0.009696369345923257,1112460.3201285102,-0.0003811722062366376,125542.11398772,0.027694252398860374,27975.734451620003,0.015045135123835793,116338.89277349999,0.017136452093740737,78921.08942449,0.019960944525468694,58083.80972772001,0.02649759182528825,33526.38779025,0.018939427747188882,29772.13885485,-0.0006175097761611457,159027.53549727998,0.009931438846746826,50860.37950704001,0.0022928867532776816,75480.85846646,0.005816278117169685,324421.49400462996,0.011283062724375023,18289.705332999998,0.024341633092811763,662213.2521053402,0.01811913228113185,33388.382068110004,0.0032943654775001493,366894.3439654,0.0008755700613955169,44987.24992641,0.03140007274051445,95809.43530224002,0.04962575295163775,46116.156877659996,0.026205796603143414,5330.12154338,0.04197671142585221,193737.34306305996,0.026502356700318058,84666.74981988002,0.010065296125043687,27439.95748179,0.04257443809290373,11502.93813978,0.023286368192085787,83795.63552041,-0.006227171179322973,162418.85466263004,-0.0009945938265252048,11023.29410364,0.006295337442416607,12717.733089469999,0.015585366549059754,72117.87537039,0.02613832761770858,298754.38841738,0.0730042033715412,148184.50836986004,0.023837111321811467,74550.85097401,0.01354485092032156,88826.45273912001,0.05425806143203862,416139.34790082,0.013502742923903997,23298.922658339998,0.054403661059413154,122774.35516090001,0.014135635008699451,4602.46740468,0.015988862954259875,16347.907552519999,0.04349079564408678,319015.47479079006,0.05785059156577022,36338.98218785001,0.008631256648561784,2362.8515890599997,0.015733135330886418,93359.49365843,0.018628495786396755,8766.35644266,0.0015982343792881304,12302.6301976,-0.00204975500756885,251640.79770708998,0.01794199862642081,24692.689400409996,0.004321554857528746,8908.2532023,0.01141995308893501,8181.40560984,0.02524774048107836,5109.30683715,0.00723304403880683,5169.0670501800005,0.007149816195074961,89978.09998279999,0.0,0.0,-0.10460891189666875,80.0062996,0.0,0.0,0.0,0.0
2001-06-29,3.035502054919031e-05,24129.58773132,0.021725229975005828,475961.44491280004,0.04781558494573407,1047498.04432109,0.03677121797357232,586372.8763376799,0.02743659268890484,127194.29631146,0.019826694826593654,571356.57700866,0.07331546580266804,82260.85332127,0.07088065113179678,311192.19654116,0.04668103063535872,310668.55166435003,0.03503625166536289,279751.05190098,0.023556946560375238,67346.51264555,0.005252138932084339,51438.9081764,0.04267335279106667,255626.01061010003,0.050271380174641764,314246.63658413,0.008907701812225112,566191.6179944501,0.03125967032962774,213533.69148150002,0.0927402773714937,605312.38173873,0.021954989012653695,74133.07716849,0.05217645172455297,24011.18959137,-0.004034817418347533,1047599.8804497301,-0.012646480962598551,124152.83730634002,0.013186669431297982,25115.537630270002,0.01678809821018057,110282.49355060999,0.013918483989098479,72359.35919058,0.0245141279229016,50949.828438660006,0.02531469877903592,32250.49222408,0.040631008763804044,25818.029733589996,0.007779913973864729,144557.03042933997,0.01045201388634958,54824.28755173,0.02695632956110456,72581.93569256998,-0.016154850276388723,309112.63080055,0.01293208467481413,17243.22607253,0.0478929564827605,622943.77047279,0.027077694158692166,30355.862797029997,0.0021810138886894127,276322.26980057,-0.001309818034113259,40322.2657644,0.031991810638713016,93236.51955136,0.04349026016752708,37044.58157979,0.034208336621394476,5750.77198529,0.030175399563873103,205023.74225136,0.022205709930582837,64393.44127324001,0.0008571488797753327,28525.21987932,0.03290141237700627,8937.23267727,0.026378502781034444,74975.46737053999,-0.01055401146358419,158165.3763187,0.022760115931812295,10700.29520496,0.0061563966321176045,13569.5383066,0.018918760523943028,66114.33635874,0.019772122508727556,300831.37481648003,0.06071095098266239,145393.07362024003,0.05571413258312994,71349.28844395,0.023876900110906013,80044.25578548,0.06052350778782331,380557.01297803,0.027658653581530697,22460.56470369,0.07144911558610212,118322.92980967998,0.009986761613692559,4829.00790587,0.027927018665105153,16835.749572819997,0.09771128345355456,293046.1157019,0.07331148525818645,36253.93481131,0.025269513101770266,2325.17358629,0.033415195085772585,76416.85820514,0.016111275329567232,8438.041405640002,0.008553143890782697,13217.14565227,-0.019281439219276365,239503.87009441003,0.019154469674484115,22461.851909759996,0.008037028800074524,9191.94224524,-0.001172750640902242,8295.29766762,0.020703342455518914,4956.67616883,0.03227217124967534,5432.60303508,-0.0026381062399329852,82568.22232146,0.05421110414989955,845.6412877600001,-0.005475498280056974,92.11470848,0.0,0.0,0.0,0.0
2001-07-27,-0.013081854099780587,24806.133083599994,0.003701371719145711,452302.39185688,0.016299064681101542,1040692.0274613,-0.027190721992933414,586465.59577431,-0.00510389535607452,128259.92178782,-0.003210698951870807,547044.6494729001,-0.009279249157302981,81243.66986394,0.0027030122479705988,292602.29188994004,0.02404055212544308,311681.00207629,-0.004639644523192398,254427.93400069998,0.013915686083763956,72487.38677695,-0.019188585787357357,50341.40315774,-0.02569538587586498,232185.59551401003,0.040060223509952524,315770.82241198997,0.01844996342984836,583879.3725844899,0.010336329773309923,204660.25961008,0.019833160262286875,573305.6902727298,0.0083137881336932,79126.05107861,0.037950745322344694,28829.50367131,-0.013195856882959139,1033971.5937284797,-0.004091836587778798,129485.67417533,-0.011692806713969587,28211.31875608,-0.0024838245871493863,111389.38888048999,0.003302266312709243,71408.03316292999,-0.020214624751485548,45718.04666203,-0.006021673171901879,33126.426881290005,-0.004729727232918668,24852.890337760004,-0.018716247432418134,144212.63502082997,0.0018029410219622905,57381.67803017,0.018011645934128982,74481.52192288001,-0.010356351208291958,319033.4774929501,-0.01035917567018131,17808.09383881,-0.001323474974185341,575023.0556863699,-0.011011775962798913,30799.854930120004,-0.07665317443598901,270104.3871036199,-0.007829015437319285,42446.619442819996,0.0014318876215727507,97247.52916677999,-0.03229271558234213,36543.39390191,0.03715256725811309,5999.12752962,0.024360374940563433,216362.56180829,-0.03808347523879438,52908.13225847999,-0.0030554963639683897,28848.16581567,-0.003071634738603425,8534.30228081,0.007421899352461635,70940.06502683,-0.0004464347864325908,163025.80411276998,-0.002081192596466851,11024.16529648,-0.00656557994136508,13336.36263286,-0.004012287997837027,65401.11630407,0.010852858483638136,298265.08267494995,-0.004346616487051591,133297.68778589,0.014610534270847814,72225.34605275,-0.010016316433748533,105404.11338290999,-0.005815315163723473,355751.44158628996,0.005151081177388619,23010.038166559996,0.016042077960374906,112416.40187919997,0.012204029167512766,4906.079916709999,0.03378945199280791,17663.96351652,0.01945818847783113,247802.51351114997,0.052787381501587884,38599.01678896,-0.010102996971028216,2360.04654412,-0.011091133170163048,74828.5250123,0.010117810587827349,8027.98834647,0.006685378287683496,13362.649680149998,-0.02095735545519831,241240.78129269998,-0.023114792427153072,19491.87597017,-0.0027843773801155733,9365.542626139999,-0.0208609515669598,7902.48105658,-0.002398363492936776,5057.0316463,0.024029648367853387,6025.14993981,-0.01148160857298307,81519.47221698,0.04694607536022592,863.0044336,-0.027313162853087013,152.55575055,0.0,0.0,0.0,0.0
2001-08-31,-0.0030949980344891306,25274.35206744,-0.003719815767667018,439683.3178707901,-0.0019068322965238192,1032273.7586143599,-0.07894285921679466,623557.0056658199,-0.012774639633824442,131907.12950244,-0.019249243241636144,540023.6244402198,-0.09524893935420653,84574.09227731999,-0.04502056702743275,290250.63659691997,0.01087979037901655,305009.63163931994,-0.042394841409684955,255964.82711038005,0.00800202190559168,69010.92788556,-0.02945134336831293,51766.22647598,-0.09217846995450982,220126.86992184,0.020226680651911234,302736.18293333007,-0.007998945224142122,560405.44045155,0.010158237299901248,211833.19768743002,-0.066058852873673,530674.00087319,0.0012131676864248575,79376.26112766001,0.0031915806520607525,26727.2423771,-0.022243774088183885,1077009.3538254998,0.004680436679909598,137659.30354002002,-0.037354698935444706,26548.565353129998,-0.014218056120938944,113275.45466274998,-0.009654549437495615,70573.68923049,-0.05005410853293427,45397.59730244,-0.017350938400988582,32333.909105849994,-0.007941460293656985,25754.892309069997,-0.011397817468982186,145214.06129739003,0.010755524263057897,60645.30003258,-0.020053260391760523,63249.56826129,-0.011503229128696236,311762.46544086013,-0.016506041630719052,18271.20562661,-0.029463759877069794,539311.9234733401,-0.022222066544890135,30436.68738393,-0.15328624130980828,257374.33301458997,-0.0018533073390437388,44407.40435507999,-0.005620570626065115,97872.49420124001,-0.08137275681929401,38658.96158689,0.04533377096915858,6248.99093771,0.02091643626895352,220176.50952971002,-0.08665744039692146,48644.87666198001,0.014541957152691284,30088.782896670004,-0.038943053124414415,7753.02738514,0.007600328101183122,76549.1158326,-0.0013126017952815334,178216.27503805,0.004798500749279947,10712.95679501,0.005158323405547758,14040.65144379,-0.0287839286443504,66471.73359571998,-0.004266055373989814,304579.53330387,-0.03367996694112905,144412.12342070002,-0.012620893651637873,68344.89125241,-0.058845257881236276,95058.85735857,-0.05043757675901694,348004.97345255996,0.0032146817647185928,23452.62011275,0.0033761952222970204,117076.48319435,0.04708167240034987,5409.3175859699995,0.030934558395846745,17717.21589994,-0.05385689383032099,242590.64860289,0.03189427062763752,37919.07508432001,-0.016565219982983055,2417.91564427,-0.04872558863221447,76734.608415,0.011754186793618756,8254.466211530002,0.019585366638393692,13838.795956150001,-0.01385719404491885,269818.47600902,-0.05629537800643063,19626.57157775,0.0044612922993572625,9620.449228480002,-0.03225124907675683,7408.38250744,-0.009923763645632109,5682.45498296,0.028545197416055417,5737.37799561,-0.027256251857876578,83522.4227278,0.035889790966947395,804.17427168,0.01834436759505237,134.67328624,0.0,0.0,0.0,0.0
2001-09-28,-0.0666621999100521,19829.616424969998,-0.008140470706904034,401799.86083751,-0.0330158509868055,882683.8104574099,-0.12945441824379636,428974.48104522,-0.056206248786076336,108971.22839444,-0.043185352766956966,451892.29628815,-0.12379871159521284,62390.745573550004,-0.07708666677454495,249215.51033785997,-0.04977335636697616,236773.08376930997,-0.06296774307769715,201205.33424739997,-0.04023884922495626,54680.63860163001,-0.06193892294028281,45490.12074453999,-0.13642509225076963,161011.03611982,0.0022980948913082022,272956.51575086,0.020032208045671417,562405.17593438,-0.02211510995239781,202133.85338064,-0.08100680368021573,423797.13083284994,-0.035371902183195386,67979.6948257,-0.03593064566293667,20647.76035118,-0.0033423378158561035,966259.0140917999,-0.003281752051898667,126235.35516332,-0.10214282573199257,16898.20006475,-0.05682391313555642,90486.99200321999,-0.04983149874477143,54619.51768541,-0.0696323193063798,39016.76720014,-0.055375127284712965,27777.00904048,-0.04762135832150322,20389.27878919,-0.02983332126575182,123624.95277468,-0.011346972013062756,53053.41945108,-0.05938132846404369,51580.14502724999,-0.0230392247410953,282441.8823634501,-0.04862013769172432,14700.75741379,-0.04952180615115165,454292.71294824,-0.037794957777575626,25987.178371760005,-0.1583544793660036,191202.33629133,-0.018365332863827764,36906.1515955,-0.048143158655624164,83533.29176987,-0.10005523485971227,32546.300603560005,0.02736630621930418,6083.77076385,0.0063375969464158155,195512.15339728,-0.13654986301267244,35878.44771552001,-0.0024098948469759027,28058.46442914,-0.06955455143521327,6054.7373218600005,-0.03038373994331101,70031.69192752,0.02336219852643588,163886.05181727,-0.03412988686425346,8992.52555241,-0.015741091204842343,12881.35775584,-0.05918979924760365,54430.19049762,-0.004466743621635837,267416.2258778501,-0.06139490796309709,119441.96297497,-0.078239379061301,53001.72987628,-0.05244847048890522,89060.64114420999,-0.07932642477826728,280386.68644657,-0.028559609163867038,20213.396408210003,0.027369487680451613,115850.73038133999,0.03556910351816393,5624.09335729,-0.0395602532897808,14603.0782727,-0.09941624244547907,183675.48348684,-0.010774504000673554,30389.67639964,-0.06687046724253623,2028.62217846,-0.04879063732759257,60092.39060253999,-0.01552506789614697,6974.21778045,-0.00807661356577509,12340.25709428,-0.005455390001245975,251266.03863959003,-0.2360611610096679,14307.33347934,-0.01938297790812813,8606.67112275,-0.04273042718863248,6431.83042217,-0.11004996385834842,3716.92902976,0.02619409021831608,5393.09777214,-0.03768937710502925,73788.50982954,0.0381153077406154,874.91440704,-0.11897556911525697,84.11563003,0.0,0.0,0.0,0.0
2001-10-26,-0.030835042571917774,21931.90131669,0.0036300554329865113,472963.72062668996,-0.01522320287126453,933218.2791346901,-0.05240190644893973,486964.9696825399,-0.01622465313790115,116806.00177782998,-0.015114170838434814,546869.83950018,-0.052891802609234914,68561.5781776,-0.0032134231471416114,272778.05847459,-0.02107501343745493,268226.68209565,-0.0426021863239278,218729.45123327003,-0.030995385150679733,59827.36720761,-0.013986988311601329,51786.10471942,-0.05608800853288969,186600.02008329,-0.009676637154315113,272155.90006144997,-0.0026633297941796334,545051.1125577901,-0.013449840681072772,205728.11409964005,-0.020916108483025934,500399.77925197,-0.006875426721877139,77069.64369001,-0.032439689417693034,22797.12509936,0.012267747393860863,1093863.9537063302,0.008304577550918455,129932.01279342001,-0.06445426000726433,19217.535265690003,-0.012963193148058378,101192.38003816002,-0.05031213775258815,59696.13290595999,-0.022313407993580833,41056.949733329995,-0.010182104441446297,30483.56076151,-0.024563422605924763,20862.010520959997,-0.013305534158318442,140382.04608429,-0.022268405707207284,52817.00612794999,-0.07046141200183562,54674.7773062,0.009990741332356761,309186.95712042,-0.02057402215560796,17978.610064689998,-0.03487460303794676,482616.1486034599,-0.026007677782672475,27340.740420599996,0.006935938888763015,243480.66315148,-0.007368307208200458,40754.48629417,-0.00853461460405397,97525.87714390003,-0.0015451962540248346,36482.7778377,0.012885939278312015,6705.805748940001,-0.005423870142639835,208542.92069655,0.005436314738216498,43982.37757854001,-0.01611993944545821,27546.8791925,-0.019221059152838026,6752.73608482,-0.021221155972753838,71254.43500902998,0.007198226427695065,169466.14419184,-0.01255363867016375,10242.968482330001,-0.01958175362949578,13045.784982779998,-0.014176497544788898,59463.95396862999,0.013070742945953282,301941.63849033,0.0011066860758192115,141098.88643431998,-0.02496628403485531,59748.242457060005,-0.06130870598646786,77095.97238184001,-0.03109675325159196,313066.48868588,-0.017139299346139197,21471.13925955,0.007689848643683773,124361.03813002998,0.033876215692978204,4913.1973397500005,-0.002660343817093194,17373.30898977,-0.07194876110776151,184463.48169001,-0.014990625670222883,33212.78893168,-0.030756455980799183,2217.9766416,-0.024327653483634807,66311.19171072,-0.02423974215892897,7508.23020116,-0.012050321529042105,13047.058452979998,0.006649038672437053,257747.34818192996,-0.17735012222408159,8817.054960380001,-0.03100840322033091,8683.73527551,-0.05802581311808608,8107.305459370001,-0.09370402044982742,3811.66625523,0.03432728250486716,6237.610747,-0.02851963080521423,75203.02973739001,0.04551625211733155,832.6061411999999,-0.19648263374940964,84.72280989000001,0.0,0.0,0.0,0.0
2001-11-30,-0.009349201456484735,22754.861376769997,0.014092192228378481,468618.57920784,0.008513817815254215,1013482.7580636101,0.028874461294120947,606751.65070715,0.010942666591254358,126638.6937415,-0.01168018275338963,503554.67225734,0.02582823860917689,78222.58302348,0.04211737929055255,302286.19446936,0.021970202111851477,303439.10564207,0.00438349450519947,249112.85552966,-0.008066911993312626,68323.79651937999,-0.0075399756434062215,49650.46827847,0.030899010141005993,219661.87500563002,-0.005091349095792247,281153.48036789,-0.007355591579314192,545035.2518233001,-0.014822415176694444,205064.96514924002,0.04337669004355779,546614.5963043601,0.01567288768056966,82439.13173477,0.010542761377454416,26164.738776770002,0.024078780763966957,1098112.16377732,0.006996799593022823,136042.74551497,-0.019022209257149713,23013.939928990003,0.0023498666657119365,105088.9597916,-0.01813321744023494,67320.64263535001,0.009567873511830447,43094.482151259996,0.025904233539970845,33949.51970833,0.0065631949835975945,24990.433456600003,0.011576294904151073,150907.18293482,-0.017239781286295344,55534.68328364,-0.03632885364862899,60272.07021265,0.021053998401520294,325883.09500822,-0.006249815318201759,18930.99294619,-0.017906219510317727,521052.7364572599,0.00025817152212225837,27828.045280289996,0.10699105231145488,282138.25467164,0.019168126268438782,44934.742421300005,0.011493899218044201,103740.37174324,0.04711282022468659,39308.18736538,0.011341783456288671,6957.519529499999,-0.011620937834062732,204810.91301919997,0.0633518976834035,42963.51720944,-0.015742846091651785,32472.87078645,0.008473859862999627,6920.432298689999,-0.020229004381922648,70079.55427231001,0.011323854605276957,178805.55308800004,0.0022626740804810386,10289.89267443,-0.016902193116939572,13329.52126712,0.01159974978847045,66735.2259923,0.025713755335708532,306069.4340699001,0.04622830028096005,159146.60482546999,0.036294435783132566,72188.11362972,-0.03735291919751884,78962.46753556,0.023957474379900527,354596.48396454,-0.006358893155531647,22218.48405174,0.010701757985413299,113477.10801743,0.02678268215033487,5055.414265810001,0.01944366523476662,17837.097151190002,-0.022509068771648436,216723.83515161998,0.0032459163911171987,35126.712019180006,-0.013382298376374661,2190.81280626,0.017293463218261227,74603.61097105,-0.011003129510746173,8308.549081120002,-0.005646077373042094,13665.14080276,0.012284298688847211,258837.48592578998,-0.11810597910632678,10560.734201660001,-0.017069910991105705,9150.97720915,-0.03833946401580511,8361.74923988,-0.054361619429955446,4409.9258817400005,0.044540574322240616,6293.778111039999,-0.010475684965729044,82695.45656207,0.042846917872637,1104.81632064,-0.2759743436713169,79.54644001,0.0,0.0,0.0,0.0
2001-12-28,0.049366072896860146,24943.360990809993,0.012054053706346268,465067.88057234,0.02963703667961746,1009120.94722709,0.15094195865872959,577946.92681069,0.07563793087318735,134295.07087241998,0.026570145850127982,518722.4150795799,0.11532688506281161,75522.26420112,0.11237784302741402,316205.23015461,0.09175577078014108,325134.41334137,0.06525559014083435,246721.4679663,0.0674944847550391,71180.67815401,0.024722622402221995,48294.95563977,0.14187048962608595,218229.79363417,-0.0018641321529434464,280944.49087901,-0.02609299201861499,537429.02215589,0.005588805496444889,211084.56762271,0.14004195192397248,563973.9292897601,0.05997816814149987,90505.25604980999,0.08565090484037721,26866.257955749996,0.01281238867801456,1051616.00201789,0.008916421497236239,143120.57802862,0.0702397833360295,23002.275560150003,0.06476877313670988,108728.72285027,0.028063557820012373,64967.49783921999,0.05556989471366485,44538.11974935,0.06751481916416936,34972.878437249994,0.05452894225155113,25898.252239049998,0.0453233670418962,146501.2598531,-0.0018352269536942231,56784.58047641999,0.03335363180808087,55253.35615249,0.027866188060837772,324063.6375693501,0.03507190561317163,18548.09433442,0.03491753881033148,520524.11381072,0.04031668985370345,28095.170518109997,0.16927562108420993,247645.36650045,0.059363929279039745,44938.10533647,0.054333999782744245,109527.52707820002,0.09857403664941133,42251.91922417001,0.013911848491574471,6948.64702251,-0.009761918928996286,204298.39468196,0.13291499066295745,44578.43293260001,-0.014097968818142344,32642.0033771,0.07303309843538615,9847.255524699998,0.003654332485595661,70579.36022584002,0.0012951120039095417,181643.71020018,0.03659383871152862,10848.77238151,-0.0035209841159649065,13725.81277724,0.05925338569618492,69036.79877832999,0.032533411814801,323799.64814277,0.0894550433966673,148440.42529941,0.11079765995805739,71843.53183513001,0.0019390764472604926,73403.69595385,0.06876488616793215,350828.74169789,0.041182394046564985,23293.051455650002,0.007782878321172193,114026.18555358998,0.007965397210520529,5053.5579899,0.09035507634412339,18070.63202766,0.05662824383927666,192701.13498717998,0.05238985453770393,38204.82549466,0.04585218451284489,2550.79665631,0.07488955539884734,75477.02073585999,0.02323896249162507,8507.99827756,0.011982419168294981,13998.850353359998,0.009422925682782793,263452.74415843,0.03761559087162159,8979.2413347,-0.005605803047088733,9263.42903524,0.008133506758825177,8045.860398479999,0.050879828765267615,4757.910860080001,0.04061687918167575,6770.010750199999,0.019853171471304387,85448.86149068,0.02762943265989379,1223.8962812,-0.14094384342579255,60.481795440000006,0.0,0.0,0.0,0.0
