date,index_ER,index_MKT
2010-12-31,0.03854418154491472,14011445.55562458
2011-01-28,0.029501582001998195,14379791.914505739
2011-02-25,0.039860762474265336,14998718.11917674
2011-03-25,0.017390952249217474,14494969.48816417
2011-04-29,0.027905375498361314,14911977.109196458
2011-05-27,0.007430232021947448,14697994.841448102
2011-06-24,-0.0071350150344081705,14245394.99982718
2011-07-29,-0.013649657691346656,14826782.54179547
2011-08-26,-0.036408888171939255,12416712.39547174
2011-09-30,-0.03321868053374058,12685494.16190609
2011-10-28,0.0059985009105734365,13743840.85034264
2011-11-25,0.004093306729317926,12991167.651026769
2011-12-30,0.047140761788135754,13797539.562494222
2012-01-27,0.017728167588613383,14331074.93317302
2012-02-24,0.065039034717922,14884298.05979791
2012-03-30,0.04473812023873566,15449315.93322226
2012-04-27,0.02442251239608282,14907560.645851891
2012-05-25,-0.008704605577385177,14313641.734138351
2012-06-29,-0.0064625002592077745,14299418.20657324
2012-07-27,-0.0006229291549867297,14630545.71921552
2012-08-31,0.024937650993067273,15223610.17461293
2012-09-28,0.022094287180605368,15743614.267939098
2012-10-26,0.010106091645299657,15404277.469492078
2012-11-30,0.006118193580366682,15152780.12592227
2012-12-28,-0.005015190424507699,15407781.00377387
2013-01-25,0.02611893614194765,16020381.51004089
2013-02-22,0.029631181524528653,16365936.02194722
2013-03-29,0.04375638682976171,16741521.384653352
2013-04-26,0.02225074848737256,16826746.37002161
2013-05-31,0.029653466446651146,17794943.56396476
2013-06-28,0.012542535714149223,17043062.50663785
2013-07-26,0.02847603431836083,18311411.6681489
2013-08-30,0.006902329412502673,17948279.55141963
2013-09-27,0.025339332353254473,18526485.26759343
2013-10-25,0.019919480486807386,19017094.94484198
2013-11-29,0.03879555911755021,19545084.17522268
2013-12-27,0.03162521017235713,19966742.559066422
2014-01-31,0.008615564257822702,19442392.60219961
2014-02-28,0.015660622627777107,20260338.31526322
2014-03-28,0.006498928561876472,20308021.26214527
2014-04-25,0.014301046454191656,20320174.63960746
2014-05-30,0.010181760202230909,20629408.319298252
2014-06-27,0.020440377164842573,21349359.28828884
2014-07-25,0.022036095745346363,21364627.024078
2014-08-29,0.017801629291282553,21653817.67372455
2014-09-26,0.004685431094013662,21536355.988199938
2014-10-31,0.010595349956824575,21213365.57113284
2014-11-28,0.012855162015389526,22330637.03996522
2014-12-26,0.021388507095313272,22522097.64973414
2015-01-30,0.0007366651990209695,22289802.474861618
2015-02-27,0.011893229860873537,22942428.14498639
2015-03-27,0.0034087833247843885,23025657.291615173
2015-04-24,0.024228044783891674,23167497.618377797
2015-05-29,0.004067283456229938,23376617.34418621
2015-06-26,0.009909434216154537,23470268.457414497
2015-07-31,0.0035073707725210863,23080580.61236002
2015-08-28,-0.012100237536893604,21310440.09098985
2015-09-25,-0.022451176756565844,21994777.01335558
2015-10-30,-0.0021657498521481374,22830303.63596265
2015-11-27,0.020627348742621513,22997396.775742263
2015-12-25,0.02427959093871049,22280547.372324932
2016-01-29,-0.019426771289338226,20445455.29486089
2016-02-26,-0.021539739068197457,20993382.91961153
2016-03-25,-0.0016800751192228673,22129886.86421979
2016-04-29,0.02526143689829402,22412302.86059638
2016-05-27,0.030104081347822387,22064602.5653044
2016-06-24,0.005523543991875813,22399013.076054737
2016-07-29,0.0215471133062218,23295462.871221747
2016-08-26,0.01585329375368641,23485946.45787346
2016-09-30,0.026300544941034232,23083974.48636716
2016-10-28,-0.004413600275841735,23100240.09347504
2016-11-25,0.012408163730015872,23687051.33740323
2016-12-30,0.015441218468015864,24343337.952827223
2017-01-27,0.03031620268118816,24421128.24922311
2017-02-24,0.024056281074906552,25271340.21009493
2017-03-31,0.020195190447079365,25000640.95975309
2017-04-28,0.01530641885545608,25401093.283699267
2017-05-26,0.009065689328280198,25588943.939609848
2017-06-30,0.011999850247932086,26116232.560765393
2017-07-28,0.014512076374283367,26491652.26858453
2017-08-25,0.005714610583158726,25903913.57844482
2017-09-29,0.01615369872737704,26713153.714437723
2017-10-27,0.01783509552956487,27270693.09894948
2017-11-24,0.026619850254728634,27507097.51964058
2017-12-29,0.021713895168909904,28507978.54949739
2018-01-26,0.037307626057251096,30068046.61383184
2018-02-23,0.01982574341913831,28939415.824686423
2018-03-30,-0.00010737532717540607,28210584.48025756
2018-04-27,-0.021289433505655358,28310884.09885318
2018-05-25,0.0018342459364782747,28967560.232487023
2018-06-29,0.015306917586620202,29020872.478243392
2018-07-27,0.023257047236410144,29698216.572624557
2018-08-31,0.024642168357978465,30684080.16948916
2018-09-28,0.024419095490541005,30919514.953686308
2018-10-26,-0.018460970208898447,28759576.30466568
2018-11-30,-0.014489099388407272,28172290.963431723
2018-12-28,-0.04682303191966762,24893446.885190584
2019-01-25,0.008246798117130555,27989868.72739159
2019-02-22,0.011565832706101805,29119192.3772951
2019-03-29,0.048153065160216134,29297688.044384062
2019-04-26,0.03552806257845832,30144854.45472667
2019-05-31,-0.0034909186970805816,29191175.52417706
2019-06-28,0.01498762766070583,30302501.532870114
2019-07-26,0.012686478533105432,30766376.210517444
2019-08-30,0.023417941176641456,29778067.66873323
2019-09-27,0.004883250442860968,30875126.662963316
2019-10-25,0.0008630336063202082,30890608.268885676
2019-11-29,0.025777849424429768,32256264.5461953
2019-12-27,0.03240725923088146,33200468.31332816
2020-01-31,0.025067968669600874,33151547.4680603
2020-02-28,-0.015423847315456641,32729601.21699839
2020-03-27,-0.06732721515151191,23007740.710089043
2020-04-24,-0.026900705644228126,28498672.549039517
2020-05-29,0.02678985162524026,30367574.946390502
2020-06-26,0.07079286550420326,31849331.239612617
2020-07-31,0.060947194538910524,33532413.57682953
2020-08-28,0.059940286021123,35673987.06512223
2020-09-25,0.044978474329739226,34102329.361857295
2020-10-30,0.014529638229635945,35512845.298706904
2020-11-27,0.03129989478213896,38059406.78454918
2020-12-25,0.06044835026382047,39660087.44856835
2021-01-29,0.06381575861198466,41233300.1540782
2021-02-26,0.030143285822209737,42019940.913632825
2021-03-26,0.03235407895269497,42659861.0919939
2021-04-30,0.047925750054488805,45247249.804937944
2021-05-28,0.03555631738547601,45020858.75289358
2021-06-25,0.032168531926383935,45681176.46857935
2021-07-30,0.020843830755623103,47487578.79434786
2021-08-27,0.030016732362884897,48164358.07889591
2021-09-24,0.016739998044616546,47212159.26074802
2021-10-29,0.01953099016416928,49154653.655694626
2021-11-26,0.00859866081595309,49997047.62522541
2021-12-31,0.02189469787926792,50732486.6598989
2022-01-28,-0.013755433552252287,46333989.586437255
2022-02-25,-0.011814653804267328,45796419.66051532
2022-03-25,-0.010518484290866461,47004397.17934081
2022-04-29,-0.01738332620110531,44614322.181741476
2022-05-27,-0.01400046389528785,41327477.85794916
2022-06-24,-0.04430007996400001,38354895.82339203
2022-07-29,0.0031552460312270136,41438745.86999396
2022-08-26,-0.003557590776151134,43076450.33327375
2022-09-30,-0.024308078923114998,37925908.26897277
2022-10-28,-0.013269416206685638,39509715.7703774
2022-11-25,0.002733727878165885,40892631.20242113
2022-12-30,0.02491287998588031,39620183.05909118
2023-01-27,0.019022438070051047,41614395.381665066
2023-02-24,0.0006651109985131667,42052615.2481599
2023-03-31,0.029218777077459752,40897464.31947118
2023-04-28,0.0078574744953174,42262052.75203441
2023-05-26,0.022361851458681865,42967178.08362236
2023-06-30,0.030816412555629658,44388453.929602
2023-07-28,0.03803947125887802,46686819.63473265
2023-08-25,0.017796207129035388,45035725.28717045
2023-09-29,-0.010986600600216112,44388969.58191434
2023-10-27,-0.03780923940254148,42933310.26653259
2023-11-24,0.013850892293339674,46388408.52144112
2023-12-29,0.041551715383852356,49011435.41573617
2024-01-26,0.06606348051193997,49616038.979095414
2024-02-23,0.0443072312492901,51109902.424339265
2024-03-29,0.0357341119596008,53110619.684195705
2024-04-26,0.017599231118919013,51046339.18319275
2024-05-31,0.013895578339660552,54016195.725963235
2024-06-28,0.013331629143439473,55276561.009277955
2024-07-26,0.02297883682538197,56610401.02671581
2024-08-30,0.023451001395255244,57063343.03399809
2024-09-27,0.018268018327544017,57955824.00002188
2024-10-25,0.021681637598559417,58784233.822009504
2024-11-29,0.029507341137544687,60900429.930733055
2024-12-27,0.020787015665029707,60492421.79069908
2025-01-31,0.02238772071378963,62328168.37597878
2025-02-28,-0.004391223658435084,60762739.66206679
2025-03-28,-0.022701495801459914,56774135.870064735
2025-04-25,-0.03118466058283313,56307237.143753335
2025-05-30,0.0029048730686624933,60221002.9522834
2025-06-27,0.0416982527017336,62843011.74155029
2025-07-25,0.056523401363897816,65021474.99483211
2025-08-29,0.03696798183788767,66002435.2586506
2025-09-26,0.03499240577468102,68194328.96004273
2025-10-31,0.034520391331563864,70466411.34165448
2025-11-28,0.029586780988398998,71087602.07179111
2025-12-26,0.02028413487166271,71823561.503866
2026-01-30,0.01116394753570004,72080033.20378357
