Date,HS_Delta,VIX_O1,VIX_O6
2018-10-23,-1.7796284358639731,24.924641325080415,23.145012889216442
2018-10-24,-4.144513381909935,29.122507803495555,24.97799442158562
2018-10-25,-4.03763842566574,28.208968738641037,24.171330312975297
2018-10-26,-4.046680201692531,28.523688045370648,24.477007843678116
2018-10-29,-5.027832425073306,29.938187001345646,24.91035457627234
2018-10-30,-3.21228341803004,27.458702301446753,24.246418883416712
2018-10-31,-2.2606680408979862,25.629866221187857,23.36919818028987
2018-11-01,-2.5054209304347594,24.746271271811647,22.240850341376888
2018-11-02,-3.335763385106141,25.610848439165572,22.27508505405943
2018-11-05,-2.961263562530611,25.382420142271144,22.421156579740533
2018-11-06,-2.6743576072356063,24.95554454551169,22.281186938276083
2018-11-07,-0.771264291974255,21.78951555641031,21.018251264436056
2018-11-08,-2.402798031139909,23.824838816030926,21.422040784891017
2018-11-09,-14.804575611057516,42.67113760802479,27.866561996967278
2018-11-12,-4.555989456514496,27.321124961674503,22.765135505160007
2018-11-13,-5.316115631099468,27.95214148118176,22.63602585008229
2018-11-14,-15.22404866419732,49.60700408965863,34.38295542546131
2018-11-15,-19.438733854661354,42.11021457752387,22.671480722862515
2018-11-16,-0.0301763362741454,29.868425899577034,29.838249563302888
2018-11-19,-2.7798054769986855,25.42311802443824,22.643312547439553
2018-11-20,-2.4026437747449165,25.993036620842645,23.59039284609773
2018-11-21,-2.632953544029615,25.392639605898214,22.7596860618686
2018-11-22,-2.632953544029615,25.392639605898214,22.7596860618686
2018-11-23,-0.9566602737322825,24.151134604682177,23.194474330949895
2018-11-26,-1.6165586898241529,24.501796988905888,22.885238299081735
2018-11-27,-1.5680187588276375,23.724006004043407,22.15598724521577
2018-11-28,-1.8964166572200938,23.785517353644682,21.889100696424588
2018-11-29,-1.803725393069385,23.866040711947782,22.062315318878397
2018-11-30,-1.545876252776651,23.747863933604542,22.20198768082789
2018-12-03,-3.841169648986039,25.267415541654657,21.426245892668618
2018-12-04,-1.0608480120621344,23.02612091309069,21.965272901028555
2018-12-05,-1.0608480120621344,23.02612091309069,21.965272901028555
2018-12-06,-2.2691310175568944,24.729405515467317,22.460274497910422
2018-12-07,-2.015791116441399,25.96515982724622,23.949368710804823
2018-12-10,-1.6321402376761007,25.684655568109406,24.052515330433305
2018-12-11,-0.27379636321421685,24.154291575095517,23.8804952118813
2018-12-12,-0.06310366790841826,23.44881350592056,23.38570983801214
2018-12-13,1.0106752023220729,22.16278078620636,23.17345598852843
2018-12-14,1.5421515473538534,22.085220101669382,23.627371649023235
2018-12-17,-1.2537821755732992,25.921768310789243,24.667986135215944
2018-12-18,-0.5287195323131577,25.19923978282978,24.67052025051662
2018-12-19,-0.18583614816363792,24.740633643863227,24.55479749569959
2018-12-20,0.3197222489864622,24.18820841233274,24.507930661319204
2018-12-21,1.78581036103596,25.09409420751077,26.87990456854673
2018-12-24,-2.233158989080941,27.66864480615204,25.4354858170711
2018-12-25,-2.233158989080941,27.66864480615204,25.4354858170711
2018-12-26,-1.3828723372260612,26.136230455228997,24.753358118002936
2018-12-27,0.09602038323211204,24.824700226860543,24.920720610092655
2018-12-28,0.31466625683293614,24.168795785360217,24.483462042193153
2018-12-31,-0.0793907822341069,23.80731253669757,23.727921754463463
2019-01-01,-0.0793907822341069,23.80731253669757,23.727921754463463
2019-01-02,0.579989157968182,23.117755780400536,23.697744938368718
2019-01-03,-0.04983026103639787,24.56355423647972,24.513723975443323
2019-01-04,2.551220943045063,22.25167366458722,24.802894607632282
2019-01-07,0.6610848818565316,22.27762498055614,22.938709862412672
2019-01-08,1.1038399113835418,21.317528283282268,22.42136819466581
2019-01-09,1.2985274920610017,20.401784994130846,21.700312486191848
2019-01-10,1.8516812982543058,19.639220278932246,21.490901577186552
2019-01-11,2.5444884980982785,18.63035667537754,21.17484517347582
2019-01-14,1.9437487776264675,19.39900709972001,21.342755877346477
2019-01-15,2.0426901893892158,18.79797839273491,20.840668582124124
2019-01-16,2.102827860535239,18.45080423548788,20.55363209602312
2019-01-17,2.112971909866907,18.594088481425857,20.707060391292764
2019-01-18,2.9180800006527505,17.278079047447132,20.196159048099883
2019-01-21,2.9180800006527505,17.278079047447132,20.196159048099883
2019-01-22,1.3200674830914778,19.70765442110396,21.027721904195438
2019-01-23,1.4651555781505436,19.33715756498388,20.802313143134423
2019-01-24,1.8726300972521948,18.577212679595696,20.44984277684789
2019-01-25,2.0055246946526353,18.216793155381612,20.222317850034248
2019-01-28,1.4203895109983264,19.24368296142275,20.664072472421076
2019-01-29,1.4644727384496363,19.21446452872129,20.678937267170927
2019-01-30,1.1168606881916716,19.376214121026273,20.493074809217944
2019-01-31,1.650485803177915,18.70431852914972,20.354804332327635
2019-02-01,1.8576023912212314,18.24329923939436,20.100901630615592
2019-02-04,2.331045147673315,17.565666535772348,19.896711683445663
2019-02-05,2.001941324943939,17.39478237025626,19.396723695200198
2019-02-06,1.6150161238428993,17.852887035993923,19.467903159836823
2019-02-07,1.8503071186076347,18.920124065433203,20.770431184040838
2019-02-08,2.2492017562965536,17.789473390963046,20.0386751472596
2019-02-11,2.0081400036723487,18.03079957669262,20.038939580364968
2019-02-12,2.867628910770062,16.786492518984854,19.654121429754916
2019-02-13,2.5029145199738743,17.132373802301327,19.6352883222752
2019-02-14,2.562840929180414,16.941093504073976,19.50393443325439
2019-02-15,2.7550837628824425,16.528111472604273,19.283195235486716
2019-02-18,2.7550837628824425,16.528111472604273,19.283195235486716
2019-02-19,2.535859497862482,16.413433466570932,18.949292964433415
2019-02-20,2.6666412024021753,16.01510493850453,18.681746140906704
2019-02-21,2.343171603123004,16.217469594146632,18.560641197269636
2019-02-22,2.6608823820277774,15.442399378559516,18.103281760587294
2019-02-25,2.414509010078378,15.786178146393349,18.200687156471727
2019-02-26,1.5803524520058225,16.806700967066828,18.38705341907265
2019-02-27,1.5612024865741745,17.139122443753813,18.700324930327987
2019-02-28,1.6420439900209338,17.311971871221704,18.954015861242638
2019-03-01,-3.8657624059436735,22.762114423202394,18.89635201725872
2019-03-04,1.0064898852697546,17.944795030048528,18.951284915318283
2019-03-05,1.4384802155956429,17.18201838115213,18.620498596747773
2019-03-06,1.8261240962839977,16.826039876900648,18.652163973184646
2019-03-07,0.29795400640432135,19.34998651528521,19.64794052168953
2019-03-08,1.9765525950135263,18.175853469003442,20.15240606401697
2019-03-11,-0.631683198473393,20.08265724496959,19.450974046496196
2019-03-12,1.5546672989245032,17.390804179962853,18.945471478887356
2019-03-13,-0.9677010691055798,19.84983714823002,18.88213607912444
2019-03-14,-0.9469906870367772,19.96902739151107,19.022036704474292
2019-03-15,3.3529618268016534,15.174122284393732,18.527084111195386
2019-03-18,2.9849669315004377,15.189507750323575,18.174474681824012
2019-03-19,3.0272972619736205,15.200863260201414,18.228160522175035
2019-03-20,1.5374366786309075,16.711953835814285,18.249390514445192
2019-03-21,3.163290638746492,15.002226253882167,18.16551689262866
2019-03-22,0.51706355495525,18.60260332308389,19.11966687803914
2019-03-25,1.0832888236716087,18.349883379685092,19.4331722033567
2019-03-26,-1.1202753509678374,20.038624602354627,18.91834925138679
2019-03-27,1.5221371498738065,17.943246187722146,19.465383337595952
2019-03-28,-16.078743927838772,35.21648574780525,19.13774181996648
2019-03-29,1.8641386182539392,16.906972770749267,18.771111389003206
2019-04-01,1.3686728235886747,17.03130548448494,18.399978308073614
2019-04-02,2.2300959272918455,16.148133791022975,18.37822971831482
2019-04-03,1.8288299939640105,16.794691553777184,18.623521547741195
2019-04-04,2.484599156289713,15.848292866977276,18.33289202326699
2019-04-05,2.3384301426110774,15.47797063353293,17.816400776144008
2019-04-08,2.671664497012058,15.1880191513993,17.85968364841136
2019-04-09,2.7997175656993907,15.237693164790416,18.037410730489807
2019-04-10,2.801001178142368,15.23829826942951,18.039299447571878
2019-04-11,2.8007874960722106,15.238197475502968,18.03898497157518
2019-04-12,2.799396092466063,15.237541760718818,18.03693785318488
2019-04-15,2.7282067390620615,15.200753031154706,17.928959770216768
2019-04-16,2.7274246002646603,15.20040329103316,17.92782789129782
2019-04-17,3.406691220834535,14.11457925011748,17.521270470952015
2019-04-18,3.078886575475547,14.183120053308592,17.26200662878414
2019-04-19,3.078886575475547,14.183120053308592,17.26200662878414
2019-04-22,1.4958758916209867,16.06634704504529,17.562222936666277
2019-04-23,2.78387410045368,14.362920076443569,17.14679417689725
2019-04-24,2.2888876237157874,15.027767835549987,17.316655459265775
2019-04-25,2.017380768541532,15.629582042612345,17.646962811153877
2019-04-26,2.6033727965479017,14.839498003030489,17.44287079957839
2019-04-29,2.6030072592415543,14.68769627634489,17.290703535586445
2019-04-30,2.3931506799161006,14.79767204468919,17.19082272460529
2019-05-01,2.213868083307881,15.19571582048958,17.40958390379746
2019-05-02,2.393402591692274,15.153412110952816,17.54681470264509
2019-05-03,2.880717017958336,14.337150581720447,17.217867599678783
2019-05-06,0.3008704720769515,17.927568281493894,18.228438753570845
2019-05-07,-1.8502263638330945,21.652795070877822,19.802568707044728
2019-05-08,-2.285058458298135,22.20271368969836,19.917655231400225
2019-05-09,-3.7975420669268196,24.001325445765396,20.203783378838576
2019-05-10,-4.48245827712968,24.051623893523793,19.569165616394113
2019-05-13,-4.68264750282809,26.465469374962524,21.782821872134434
2019-05-14,-3.335901087602405,23.715738392588918,20.379837304986513
2019-05-15,-1.6640170610761515,21.29478476869243,19.63076770761628
2019-05-16,-2.8426738648679617,22.265320843104817,19.422646978236855
2019-05-17,0.4582786581679841,19.457607290683267,19.91588594885125
2019-05-20,-0.08465574762827544,20.015999647724318,19.931343900096042
2019-05-21,1.466142386896113,17.686863947511714,19.153006334407827
2019-05-22,1.192980496663047,17.881594358678147,19.074574855341194
2019-05-23,0.4014317728316037,19.75568180544648,20.157113578278082
2019-05-24,2.0423741360126613,19.48552261914662,21.527896755159283
2019-05-27,2.0423741360126613,19.48552261914662,21.527896755159283
2019-05-28,0.544676778250178,19.185753958351214,19.73043073660139
2019-05-29,0.5260333464067983,19.427912730837598,19.953946077244396
2019-05-30,1.221429147810145,18.628825791551954,19.8502549393621
2019-05-31,1.0089733093296758,19.317985413267746,20.32695872259742
2019-06-03,0.9351392048081415,19.555708048086736,20.490847252894877
2019-06-04,1.1173971841795627,19.05736546433326,20.17476264851282
2019-06-05,0.18212668785741215,19.622162973811648,19.80428966166906
2019-06-06,3.612140307639944,18.66485017833466,22.276990485974604
2019-06-07,2.68535849820114,18.013456234691596,20.698814732892735
2019-06-10,1.286367213413925,17.794285724946317,19.08065293836024
2019-06-11,1.1346441174038446,17.500344601969815,18.63498871937366
2019-06-12,-0.6012120834762129,19.664602691484536,19.063390608008323
2019-06-13,0.5352581566897143,18.495823089560734,19.031081246250448
2019-06-14,-20.299136560418514,41.63131235956975,21.332175799151234
2019-06-17,2.4953836016037734,18.673706946393658,21.16909054799743
2019-06-18,0.9693349271316976,17.993661458593007,18.962996385724704
2019-06-19,-2.4843157566866267,21.12776443150494,18.643448674818313
2019-06-20,1.2837555589317162,16.801514567988693,18.08527012692041
2019-06-21,1.4519330357178575,16.991014622788637,18.442947658506494
2019-06-24,1.607620045356743,17.02930152334894,18.636921568705684
2019-06-25,0.13852504479370964,18.517766051723125,18.656291096516835
2019-06-26,0.7897526758612408,17.99272238404174,18.782475059902982
2019-06-27,-3.9432338326400895,23.42721136117051,19.48397752853042
2019-06-28,-1.8123877546417724,23.28000824784446,21.467620493202688
2019-07-01,9.554971208627952,15.783307490888019,25.33827869951597
2019-07-02,5.220345229653393,15.33858942342022,20.558934653073614
2019-07-03,2.49478023842625,15.48940923694431,17.98418947537056
2019-07-04,2.49478023842625,15.48940923694431,17.98418947537056
2019-07-05,2.371484469393037,15.606027224553726,17.977511693946763
2019-07-08,2.0418789101040424,16.211486030476646,18.25336494058069
2019-07-09,1.0569507137125704,17.36652567217076,18.42347638588333
2019-07-10,2.531458693223879,15.583735240766107,18.115193933989985
2019-07-11,2.294627147789427,16.18488550212747,18.4795126499169
2019-07-12,1.7304578385182676,15.559221112215285,17.289678950733553
2019-07-15,0.9838701801653329,16.173175282587103,17.157045462752436
2019-07-16,1.512866533464294,15.567951854410559,17.080818387874853
2019-07-17,2.6547666176492744,14.709160193871847,17.36392681152112
2019-07-18,2.1709414844255424,15.403898806640376,17.574840291065918
2019-07-19,0.8511504920249777,16.771538245260036,17.622688737285014
2019-07-22,3.4845878991392976,15.486503378642391,18.97109127778169
2019-07-23,5.565816274485236,14.916693750469815,20.48251002495505
2019-07-24,-0.3833606180553737,17.36548205260102,16.982121434545647
2019-07-25,4.519583503964281,15.55115673257735,20.07074023654163
2019-07-26,1.658819503940677,15.21090572422002,16.869725228160696
2019-07-29,-0.022841084198859107,17.30471897378276,17.2818778895839
2019-07-30,1.120445858785999,16.346100549985675,17.466546408771674
2019-07-31,4.872652925995709,16.072607258450773,20.945260184446482
2019-08-01,-0.1290660718102572,19.058019959730853,18.928953887920596
2019-08-02,-37.426054011742806,64.89070551953515,27.464651507792336
2019-08-05,-5.586103950066256,27.972892037568393,22.386788087502136
2019-08-06,-4.026686657681406,24.760539817811818,20.733853160130412
2019-08-07,-1.4534396283614122,23.950910900959432,22.49747127259802
2019-08-08,-0.06073733722665153,20.08855681850039,20.02781948127374
2019-08-09,-4.650486471617626,25.994459337138448,21.343972865520822
2019-08-12,-2.2887426495242345,23.934736752942126,21.64599410341789
2019-08-13,-2.0735748837789245,22.397578501387247,20.324003617608323
2019-08-14,-14.309203076890284,36.122766421563476,21.81356334467319
2019-08-15,-1.9913890859229184,23.960651118311482,21.969262032388563
2019-08-16,-3.2073082098797023,24.449487631608523,21.24217942172882
2019-08-19,1.0514442199516552,19.48726802309551,20.538712243047165
2019-08-20,0.960245135629215,18.839458389582934,19.79970352521215
2019-08-21,1.3353813620996,18.66487948730838,20.00026084940798
2019-08-22,3.1937106455029287,18.90686127645077,22.100571921953698
2019-08-23,-4.968029710924895,32.42842615535888,27.460396444433982
2019-08-26,-0.5505207678867059,21.71973807820999,21.169217310323283
2019-08-27,-0.13863622900313288,21.06134415913901,20.92270793013588
2019-08-28,2.173030427696194,20.419289159814184,22.592319587510378
2019-08-29,-9.331923835035592,31.13463877772163,21.802714942686038
2019-08-30,1.3969839768250267,18.871568485839248,20.268552462664275
2019-09-02,1.3969839768250267,18.871568485839248,20.268552462664275
2019-09-03,-3.9307387979208066,24.54106147295894,20.610322675038134
2019-09-04,0.7313124937239657,19.446940083284968,20.178252577008934
2019-09-05,2.973797553473979,17.7580878519327,20.73188540540668
2019-09-06,-0.4885982576398433,19.41156388123916,18.922965623599318
2019-09-09,4.619435902852853,16.60320405730819,21.222639960161043
2019-09-10,3.5318803926653075,17.530306992217675,21.062187384882982
2019-09-11,0.7350792569828393,18.51656237853783,19.25164163552067
2019-09-12,2.466659680801092,15.961264998795174,18.427924679596266
2019-09-13,6.170549697237778,16.068674599497577,22.239224296735355
2019-09-16,4.815407991876164,18.11826933449878,22.933677326374944
2019-09-17,5.852262264179959,17.899539489642994,23.751801753822953
2019-09-18,2.5709845437915924,16.888016909525952,19.459001453317544
2019-09-19,1.1192974810453649,17.931900093995612,19.051197575040977
2019-09-20,4.550116543119543,18.119999067871927,22.67011561099147
2019-09-23,3.322363938633149,16.80145748963052,20.123821428263668
2019-09-24,6.028231842394938,17.897992849608524,23.926224692003462
2019-09-25,4.883303595906,18.717339442098844,23.600643038004844
2019-09-26,7.471639769932807,17.584347237098914,25.05598700703172
2019-09-27,-0.349519620942786,20.350427916108647,20.00090829516586
2019-09-30,-16.575942203689095,70.89460863986449,54.31866643617539
2019-10-01,2.6117139848735285,19.039436967288438,21.651150952161967
2019-10-02,4.850418658853428,20.42226165118479,25.27268031003822
2019-10-03,4.170932391311272,19.079397982528736,23.250330373840008
2019-10-04,3.1930725231541466,31.936770481040423,35.12984300419457
2019-10-07,8.490366257191727,20.256110118298988,28.746476375490715
2019-10-08,25.445402737174604,20.79114701003776,46.236549747212365
2019-10-09,-6.647502037569176,37.82757329600294,31.180071258433763
2019-10-10,6.621111745057764,19.76815765006483,26.389269395122593
2019-10-11,-40.2682479191006,65.6105761508376,25.342328231737003
2019-10-14,6.647882559634301,17.452252260030996,24.100134819665296
2019-10-15,9.74625614181332,16.765448974814763,26.511705116628082
2019-10-16,30.620419769436257,15.529621738549078,46.150041507985335
2019-10-17,3.841474264899608,15.790504958642169,19.631979223541776
2019-10-18,-50.4308065629414,75.89280240184144,25.461995838900037
2019-10-21,4.828140080227952,15.598210767763335,20.426350847991287
2019-10-22,4.211124712842025,15.980008527720624,20.19113324056265
2019-10-23,2.6042062961461774,15.767962708489168,18.372169004635346
2019-10-24,3.3016948801432022,15.852045857165454,19.153740737308656
2019-10-25,4.002205250864835,14.023253787473204,18.025459038338038
2019-10-28,3.3266699880319557,15.466360575106947,18.793030563138903
2019-10-29,3.0770335459302682,15.8619255928054,18.93895913873567
2019-10-30,2.436642437194415,16.12837608313684,18.565018520331254
2019-10-31,2.719269580245971,15.711781750354724,18.431051330600695
2019-11-01,-109.3970283065995,144.96652441255742,35.569496105957924
2019-11-04,0.7504538548612629,17.657727756275424,18.408181611136687
2019-11-05,0.8923293271023987,17.691162402146976,18.583491729249374
2019-11-06,-2.438868237094521,20.62872363219307,18.189855395098547
2019-11-07,11.336803470671452,18.943038864514158,30.27984233518561
2019-11-08,-85.71372210424107,118.96405278655308,33.250330682312004
2019-11-11,2.2113590232456097,16.724175329518147,18.935534352763757
2019-11-12,2.4414042739905355,16.169951555219036,18.61135582920957
2019-11-13,1.4548337030380445,18.457446677201077,19.91228038023912
2019-11-14,5.765541500613374,17.397916576815515,23.16345807742889
2019-11-15,-70.00562393521325,104.26693199014107,34.261308054927824
2019-11-18,2.772501480891078,15.95502332764949,18.72752480854057
2019-11-19,3.908154275527446,15.518625944462164,19.42678021998961
2019-11-20,1.7157252047355485,16.36698530730077,18.082710512036318
2019-11-21,-41.58592123478751,66.66524994219469,25.07932870740718
2019-11-22,6.923841212048188,16.20844693792545,23.13228814997364
2019-11-25,0.30006334753611696,18.401775039331348,18.701838386867465
2019-11-26,2.4468830797609726,15.64019597773028,18.087079057491252
2019-11-27,2.6153217902206656,16.147586740187677,18.762908530408343
2019-11-28,2.6153217902206656,16.147586740187677,18.762908530408343
2019-11-29,-86.7168912237606,116.47402399072642,29.75713276696582
2019-12-02,2.0896981619380455,17.014653218033132,19.104351379971177
2019-12-03,3.572252749688829,20.602793793264865,24.175046542953694
2019-12-04,0.8628886772128013,18.4130573972273,19.2759460744401
2019-12-05,8.369905986354308,16.94368139537154,25.31358738172585
2019-12-06,2.596106590825986,15.836700183716857,18.432806774542843
2019-12-09,3.488089476417958,16.844484254711645,20.332573731129603
2019-12-10,1.81453334938427,16.445233377079838,18.259766726464107
2019-12-11,8.911689468539201,18.408626058586037,27.32031552712524
2019-12-12,-13.232133441059723,50.44794968534879,37.215816244289066
2019-12-13,-48.01131078180323,71.25957868335227,23.248267901549042
2019-12-16,4.061995249417002,47.465304523776176,51.52729977319318
2019-12-17,-45.18447677947153,70.06702422843388,24.88254744896235
2019-12-18,-67.1966893172001,122.65895659118615,55.46226727398606
2019-12-19,-111.8005840333376,137.95865720686675,26.158073173529147
2019-12-20,-56.88688442354241,109.69038916160589,52.80350473806348
2019-12-23,1.7774607126732427,18.561232826628903,20.338693539302145
2019-12-24,-36.00483388971149,59.33153940680007,23.326705517088573
2019-12-25,-36.00483388971149,59.33153940680007,23.326705517088573
2019-12-26,4.146884661592246,14.268238626762859,18.415123288355105
2019-12-27,11.098126472484317,38.473086694576295,49.57121316706061
2019-12-30,-74.13623301098603,100.78588228985001,26.649649278863976
2019-12-31,-23.36401194940965,42.58041480985029,19.21640286044064
2020-01-01,-23.36401194940965,42.58041480985029,19.21640286044064
2020-01-02,-93.36700868261113,113.67852642129547,20.311517738684337
2020-01-03,-4.170875524104133,24.804166489210544,20.63329096510641
2020-01-06,3.379837064231559,16.883010470142818,20.262847534374377
2020-01-07,-4.85744581205234,24.437873980560536,19.580428168508195
2020-01-08,-89.48280151409668,147.63683407433984,58.15403256024317
2020-01-09,-3.382435799397758,20.8355200079309,17.45308420853314
2020-01-10,-73.37236732719533,98.7980658309138,25.42569850371847
2020-01-13,-17.743520645862475,36.030580359399636,18.28705971353716
2020-01-14,2.0220060900488175,15.869165525665982,17.8911716157148
2020-01-15,-98.21544821831205,129.6082819394638,31.392833721151753
2020-01-16,-7.5027380573801,33.55891843068388,26.056180373303782
2020-01-17,-68.7316354434316,91.54960355512249,22.817968111690895
2020-01-20,-68.7316354434316,91.54960355512249,22.817968111690895
2020-01-21,-12.255307405712166,56.07060848116316,43.815301075450996
2020-01-22,0.6044621499658618,17.061316718647497,17.66577886861336
2020-01-23,-0.2011500991509081,18.643968934983725,18.442818835832817
2020-01-24,-0.0745165589622232,19.31188797954027,19.237371420578047
2020-01-27,-1.9524889401994194,21.97207334032151,20.019584400122092
2020-01-28,-0.41014657267240295,19.509581668872475,19.09943509620007
2020-01-29,1.8399212430610703,18.66276117117807,20.50268241423914
2020-01-30,15.412390787386727,20.635495545052727,36.047886332439454
2020-01-31,12.790583030080189,22.41034724932312,35.20093027940331
2020-02-03,-2.1767223147072485,21.23535868188303,19.058636367175783
2020-02-04,-2.3750348277856403,22.417914753394726,20.042879925609085
2020-02-05,-1.1036241613603792,24.356545591575486,23.252921430215107
2020-02-06,-38.49841683523682,79.50765959190531,41.00924275666849
2020-02-07,-0.7532093632019432,18.740485938969456,17.987276575767513
2020-02-10,-1.6098292880782807,20.354104980009993,18.744275691931712
2020-02-11,0.08696864450122277,18.109580226792808,18.19654887129403
2020-02-12,6.526358967465313,34.14836430333665,40.67472327080196
2020-02-13,-45.48126375717327,82.48624333968964,37.00497958251637
2020-02-14,0.6921841571021012,17.19620087602177,17.88838503312387
2020-02-17,0.6921841571021012,17.19620087602177,17.88838503312387
2020-02-18,8.01021988498314,17.001628321851822,25.011848206834962
