,em_hsd,eu_hsd,us_hsd,usd,jpy,eur
2011-04-29,4.965626438843771,-1.1220454477032027,5.328426951176219,-0.03824343927205587,-0.033666428741375265,0.0401236736701569
2011-05-06,3.5301830906978835,-1.020150740523027,4.0985993753149,-0.003063807113360739,-0.048276681807918,-0.011774048753539157
2011-05-13,3.3889639509054548,-0.5573137418777151,4.384306768830024,0.012428170519845017,-0.02814868617210231,-0.021549334811530096
2011-05-20,3.691058241034753,-0.2719910991287044,4.120582867741147,0.019459459459459483,-0.0016494595454161765,-0.027548777136575886
2011-05-27,3.6296897159406507,-0.08970060320311392,4.141852374965483,0.02769779240367476,-0.00535516434814709,-0.03229293338738015
2011-06-03,3.485746512861776,-0.14128627038316457,3.5420861248447695,-0.014163548904329137,-0.004340692588452488,0.022815415254533677
2011-06-10,2.627528673655001,-0.1315755035416412,2.964052820137277,-0.012671594508975703,-0.005693774686690856,0.016075348771333875
2011-06-17,0.8175602446195469,-0.08299199840733987,1.8190965683935771,-0.005965005302226989,-0.020254561284366757,0.01102084069233511
2011-06-24,1.8831630923800986,-0.06650798014065126,2.8415133952864466,0.00960640426951298,-0.00451773005755296,-0.009145490086567953
2011-07-01,2.4174250611425117,-0.08406673741268696,3.8903266009295008,0.007725670913526939,0.0069131788739413835,-0.007651841224294742
2011-07-08,3.641804303032054,-0.16373367990727483,4.145785599918776,0.005080213903743358,0.003859206256592751,-0.005436297741845619
2011-07-15,0.7106822656943514,-0.5169326778077139,2.4025912362103314,0.0018669155887451883,-0.011616889840346034,-0.011040458388652086
2011-07-22,0.9501874265130027,-0.11584209303557629,2.9305539302035255,-0.0194264569842737,-0.023560863304844526,0.01148453462974719
2011-07-29,1.054664985497834,-0.11197712969076004,0.25286410990630304,-0.006052454606590318,-0.050473192363851394,-0.008881239242684913
2011-08-05,-2.2785923103820633,-0.23252185478922022,-2.4361196206239817,-0.007714817770684057,-0.027777901785714265,0.0008409250175194227
2011-08-12,-14.475704664375044,-0.9402299831551169,-8.435916776983124,-0.006921336350326324,-0.030711026856240053,0.006818342400904287
2011-08-19,-12.4344714808502,-0.21266922272354444,-4.619559544233173,-0.002560646900269803,-0.025338896713426595,0.0028907773753135135
2011-08-26,-4.654990921066774,-0.13474329110987743,-4.131980800327218,-0.0012178619756428866,-0.0016285586122805062,0.0071547652125592
2011-09-02,-1.6366049309300323,-0.1837957362066454,-0.6992368411807817,0.002144772117962601,-0.020408165868388894,-0.005356392662092091
2011-09-09,-1.88871981704589,-0.1671084866143644,-1.8819459824100797,0.03457981503819885,0.011539215273383086,-0.04186111793396252
2011-09-16,-2.936465140146025,-0.16658203699954655,-0.0570086426339266,0.03499527090933663,0.003266052648768447,-0.04153498871331818
2011-09-23,-4.416755286546016,-0.3806540506083159,-1.9143728274154477,0.06354152553854497,-0.00026099442267990547,-0.06900475894889302
2011-09-30,-7.346296687234053,-0.1434690440314412,-2.7680756534645865,0.0506955591225251,0.0034505212826196896,-0.057688923304353934
2011-10-07,-11.966488668818792,-0.17541376547778922,-1.5434193725945122,0.01995077082523644,-0.0109563045831792,-0.020178715300666616
2011-10-14,0.7926273340665616,-0.04057623008310144,2.251867799172041,0.00026109660574413773,0.00559919265577169,0.0056161455125185444
2011-10-21,-2.5369802849648364,0.0318483099412191,0.27561938965781185,-0.026751592356687892,-0.004177000936822939,0.029447716412934755
2011-10-28,4.866450792090594,-0.04204000747124466,1.971526932044479,-0.04430299172501595,-0.016155195763990604,0.05696249813237708
2011-11-04,1.296258459344746,0.008510568350094855,0.44255010077888957,-0.022481900165121305,0.01961410139450037,0.03128387217342543
2011-11-11,2.9165650280876934,0.08181219244651242,1.5730114129398722,0.004306969459671128,-0.001359534005766716,-0.008971679757872608
2011-11-18,1.0787499003434349,0.09144040528910999,1.3561831055946647,0.02172774869109939,0.008651331583606314,-0.027741796200345337
2011-11-25,2.1412966537962164,0.14157552501637832,1.739345068558341,0.06154256027707472,0.025323137077702285,-0.06467116655475835
2011-12-02,9.587128928832794,-0.36894095201090665,3.1626839788458128,0.021699584199584177,-0.0028119131861585878,-0.02848651783125533
2011-12-09,10.892523828653804,0.450735179370632,2.828457881243846,0.02183235867446376,0.005251426348547916,-0.027485911652426864
2011-12-16,5.576069511213644,-1.4668370709693228,4.907541626342452,0.02818344862925959,0.010786224821312418,-0.03515784019836432
2011-12-23,9.441444671068883,0.5365678894177535,5.4260066332863675,0.003011670222110796,0.004244919506678491,-0.014433067593607407
2011-12-30,9.03100357484393,0.5483178527397513,5.214772620599386,0.019712577896477068,-0.013523168621419002,-0.03398492874729553
2012-01-06,4.582678742400127,0.5159380314954631,5.208751681603205,0.03332061554114185,-0.006901000567687943,-0.04889902426258952
2012-01-13,6.557455193555559,0.6314348560913523,5.4546786046588,0.015698978320458412,-0.010863975314991059,-0.027463465152851918
2012-01-20,12.417011385571548,0.6901675800891767,5.391059766829712,0.003628174652821059,-0.014153838113723283,-0.008050603795284661
2012-01-27,10.492186727960943,0.5533249282708972,5.599922752963964,-0.015964080818159143,-0.0037032229344104994,0.02154856149835882
2012-02-03,8.274562992192271,0.4694558550226283,5.181774984151884,-0.028676923076922822,-0.005520198145239408,0.03325340985024172
2012-02-10,5.422424598270702,0.4098644526528389,4.775068742686262,-0.029563297350343243,0.009423409371547287,0.039203312956024305
2012-02-17,5.680424110822782,0.6221170741523032,5.246761692548205,-0.011094490152081637,0.03306684856753095,0.01654106280193246
2012-02-24,10.711137931395786,0.3055241125182263,6.533806833484401,-0.006970849176172189,0.0561462088224598,0.017389332022832882
2012-03-02,8.653395638936,0.2286045192934409,6.335484422927476,0.00608210846426771,0.06830811314675311,0.004564994103549269
2012-03-09,13.911663334406416,0.05334715708072004,6.036964791974016,0.011755783086841332,0.06174350524639505,-0.00463015674219136
2012-03-16,11.162035986969157,0.21204500464668996,7.710788398254303,0.005798562964830278,0.04955364728381917,0.0017488499410713843
2012-03-23,16.190491152359115,0.04632395737904889,8.085006407851216,0.012763241863433139,0.016855890343294266,-0.013636532530747147
2012-03-30,10.743351118253033,0.004169567959510795,5.131454261794966,-0.005037783375314908,0.012470077633107035,0.010641117885409557
2012-04-06,3.8622546803378626,0.042807488540158554,5.102530312599503,-0.0018740629685157772,-0.009884059169736115,-0.0013345026118120051
2012-04-13,2.941457314158513,-0.19764801840580754,4.05271889046736,0.001253289885950526,-0.030197843019772352,-0.007362708262173223
2012-04-20,10.492075687800497,-0.14989551241030125,4.1219962174834235,-0.002016383112791287,-0.009593783422646496,-0.0037293754237927024
2012-04-27,11.71187120916006,-0.1497165560456437,4.422912489611809,-0.0036708860759494533,-0.030731151449755578,-0.006707134292565975
2012-05-04,8.061523199715896,-0.09485882003372477,3.998606301475198,-0.004881712354487311,-0.021925649191572583,-0.0009544899205864432
2012-05-11,7.794760649251524,-0.1233846407813139,3.273965000517012,0.00463136813118048,-0.011985668106470726,-0.012272987956413628
2012-05-18,6.2472370086680895,-0.10810410951560667,2.754145459885361,0.02651849981058252,-0.031022013490529687,-0.033311906832532934
2012-05-25,8.47475311836256,-0.12575897079328652,4.942004333430571,0.04688095540592063,-0.007350194013977185,-0.055641480251989894
2012-06-01,4.069309833185878,-2.12076289017379,4.312512648458535,0.0426415094339625,-0.022980466246771192,-0.04960446363740589
2012-06-08,5.632827416792242,-4.66421905114902,4.616106858480296,0.028033889857961736,-0.005877939704594826,-0.030928234110087494
2012-06-15,15.525750914650427,-1.8692609121618915,4.159449050012876,0.004182556279985317,-0.0039226831917346106,-0.01134319017445029
2012-06-22,17.795000145405012,-0.16778795480516312,5.091348242201994,-0.0016990291262134471,0.009349900771824515,0.004234241431652741
2012-06-29,4.410348198973378,-0.07838606226659656,4.7746151912888894,-0.015200868621064068,0.022944177401781785,0.01813502754433216
2012-07-06,7.892702147936804,-0.0292498101924348,5.061585107409078,0.010544176463458843,0.002201535061207016,-0.018294387857000438
2012-07-13,13.67831267347716,-0.12673995525718773,4.504054698037597,0.021070684797255934,0.0064154227275614595,-0.03058237062826419
2012-07-20,20.027022282288872,-0.030503199173345763,4.91848860352491,0.01483102358375854,-0.024059685925978735,-0.0328560063643597
2012-07-27,13.627825617410465,-0.10427687882777337,4.609884893829455,0.013230429988974723,-0.017292151781486464,-0.026974723538704892
2012-08-03,5.06212892188191,-0.2469555979579603,4.480109958411137,-0.011993283761093876,-0.014874664516997926,0.008015624364242857
2012-08-10,8.341090544651093,-0.001458097302482021,6.0483447004837805,-0.009598080383923069,-0.011865565749250795,0.0031016610210994333
2012-08-17,-5.737902565737396,-0.19284252396436513,6.616416127755888,-0.010541447053186492,0.013696013975794896,0.014559513037756044
2012-08-24,10.944118946948988,-0.1363297399411088,6.708062703224205,-0.013541288840526966,0.003187759411891644,0.01574867069854302
2012-08-31,13.691362241294865,-0.1804135030037791,5.837054844019557,-0.014202476329206237,-0.0012106269113150159,0.015338661499959994
2012-09-07,15.693773549711668,-0.12164696812365886,5.474383744391966,-0.02786190187765003,-0.00012787429739402612,0.042841450018308525
2012-09-14,12.003405391694248,-0.23302991484800867,4.748918603565892,-0.045399515738498875,-0.014704960058437577,0.06425328360629168
2012-09-21,8.185507693117984,-4.738220184516787,5.348119645836144,-0.02769947297462938,-0.00648236498028143,0.037322677322677134
2012-09-28,4.201400441285345,-14.510894193424878,4.891241244603521,-0.015638468168944653,-0.0059321306285807784,0.022382126103204225
2012-10-05,5.141413837744066,-13.002065603388644,4.754467007222009,-0.011339563862928226,0.005174396981524998,0.01700998751560534
2012-10-12,4.83242820903571,-3.6523541042744276,4.035154430756055,0.01039949270767293,0.0006377958591485822,-0.013407991467641822
2012-10-19,8.286473953951566,-0.06851151507010438,3.6160852551096467,0.0036556157821758806,0.014776436355969702,0.0032743942370658807
2012-10-26,5.403543794035394,-2.7231687446459807,2.567002753065974,0.0016262196647482963,0.022202130390143848,0.006454874207722394
2012-11-02,6.419509363411312,0.1514168324430567,2.5740342053453613,0.01575497857322894,0.02281538262667726,-0.01507595519410776
2012-11-09,8.914876581546284,0.02360597953043776,2.319471561885662,0.017070415463787958,0.013385303510141222,-0.018647928651403634
2012-11-16,8.399769266021355,-0.5797508211087731,3.853279320012792,0.02059783973875895,0.024962181664420102,-0.021386883735217355
2012-11-23,5.457899540506142,0.0125107816136591,3.9257742286295523,0.0014986886474332994,0.0347772799469277,0.0027044778425993066
2012-11-30,13.893153288810064,0.043712889806694084,3.3987282820971374,-0.005459734458369447,0.024978380138981127,0.011528724440116989
2012-12-07,8.568313576967252,0.12526682493049351,2.950345798241875,-0.007651487103542021,0.03761230266054438,0.017113856322291232
2012-12-14,5.470273763731788,0.04568120402334158,3.2262391697723585,-0.020674378538026117,0.026814394442115086,0.03291874288853158
2012-12-21,3.741963839053457,-0.0560448860805998,2.391171898430952,-0.007108118219229298,0.022021232710507377,0.016260162601626105
2012-12-28,2.487655781043865,-0.01492270457143366,1.3651246897572804,-0.005864004990642435,0.042858874878758835,0.01778907242693739
2013-01-04,3.1256931478932386,-0.0667618088311375,3.284701802766321,0.0011192637731629596,0.0686791621117977,0.011023865702239455
2013-01-11,6.782972469262047,0.00789683798788307,4.818361606864654,-0.0002513194269913033,0.0682797077144226,0.013750664742079977
2013-01-18,7.02219992452383,0.06630309482366846,4.426713729107069,0.005275056518462717,0.06944857475498001,0.010009478672985628
2013-01-25,3.885498087006853,0.14141282297740748,4.173762068801764,0.000878514056224855,0.056966691856071394,0.018537434267771324
2013-02-01,2.8476329354501155,0.1177488526520715,3.163472117348117,-0.016024844720497033,0.05190017605220354,0.043691177595837516
2013-02-08,3.009340427727139,0.22475442599326984,3.3989940616154497,0.008169934640522625,0.03930265074037331,0.001573741007194096
2013-02-15,3.413879043911048,0.22067294217796024,3.554322902853909,0.006746626686656709,0.03807526647891035,0.003303427305829665
2013-02-22,2.2026825456426096,0.172506949767029,2.788199353124665,0.021442006269592362,0.027388332771086432,-0.020131486089960182
2013-03-01,0.8362309793563931,0.16358651996432838,1.604843731298463,0.0387577326095192,0.009328768868025694,-0.04534457478005882
2013-03-08,6.750884606401572,0.29574406989988056,3.7454543816026855,0.0312928562523378,0.03608998219776649,-0.02686120463898256
2013-03-15,15.581784773200138,0.9227191699935691,4.118036654624342,0.019235542318193133,0.01882040314388056,-0.02151382497100307
2013-03-22,15.607049054112831,0.9018870070347884,3.132225841735601,0.013135281119568187,0.011883732134253977,-0.015389863917213198
2013-03-29,5.702853145097696,0.8218451358831789,3.5340068471896835,0.011424404472532679,0.006731381557858462,-0.015436009676304652
2013-04-05,2.4027032897497733,0.5160868390062013,3.099394722574035,-0.0026595744680854017,0.015672081641153746,-0.001191757650315317
2013-04-12,2.1293659397321734,0.45320974155304583,3.599705651627443,-3.3306690738754696e-16,0.03279979352398765,0.0027531355154479797
2013-04-19,0.35364716022970055,0.17618807479256832,1.6577276481538241,0.0021810250817881904,0.05295445167433743,0.004966313763233421
2013-04-26,8.707569921833434,0.5150779890536199,2.8223633563903974,-0.009012256669070018,0.04064954793563458,0.01622401622401637
2013-05-03,5.930368306901732,0.31685685927734325,2.7977228224044817,-0.004848484848484991,0.015379096260736747,0.00958392671567676
2013-05-10,3.9671398541812026,-0.5923984374524786,3.6978014632504994,0.012297577012053917,0.032672869174072305,-0.009075655887736511
2013-05-17,-1.0052469305098115,-1.0703683740679995,3.565459069592869,0.018619272155724786,0.03707807848453348,-0.01631933803248542
2013-05-24,-17.08519126063556,0.4391803469103149,3.4688720159665096,0.014914514368861376,0.03304447047878356,-0.0074452162566681634
2013-05-31,-3.1188217047140343,0.5071976140459974,2.649595767731311,0.014129110840438663,0.014641390886190653,-0.00884483415935966
2013-06-07,0.3774933742447736,0.6524109500145663,1.962975058569424,-0.017681019966321876,-0.040053141760566735,0.017701839452012536
2013-06-14,0.21280829904141782,0.9255108617569082,1.9549659384282467,-0.043086053412462855,-0.08841207247359739,0.03956694446607956
2013-06-21,-3.054520472577912,0.9085987243008233,1.304093304224466,-0.01541218637992825,-0.03346835817948468,0.01480880021652542
2013-06-28,-5.646591462951996,0.9297366776895369,2.2107930589541773,-0.0014412683161180162,-0.013434940538388895,0.0008462189399183195
2013-07-05,1.5395681186183316,1.077515261849435,3.0550789300780847,0.03391698298028656,0.03746988569378207,-0.029607502079709636
2013-07-12,-0.237933408344238,1.0218886666880955,3.3135685192903055,0.029397171917638243,0.05463145609092357,-0.02090357383681718
2013-07-19,1.313964332506996,0.8530916758059466,3.3925983112808504,0.002548234437568242,0.028089992654748874,0.001485940714775591
2013-07-26,2.4544666128729027,0.8024550352312048,4.053387874308827,-0.017801299013711747,-0.008675039963185527,0.020676402767102475
2013-08-02,2.3413618520258224,0.8998840918672887,3.550894153592337,-0.029962103268593054,-0.022084980237154217,0.035147878268324106
2013-08-09,-2.223832022750441,0.7832690506351035,3.9015689881771074,-0.022412338836004353,-0.030284709527307774,0.02104377104377142
2013-08-16,2.310873557639495,0.5238502256505179,3.4839402521607674,-0.016460905349794164,-0.030998509687034437,0.014228647517595672
2013-08-23,1.5156039790224933,0.6681649205883385,2.3620827331867575,-0.0036737692872887973,0.0047826003340218914,0.007756608178326685
2013-08-30,0.6422455618965429,0.7154375089536739,2.0643608523044668,0.0021975338786472953,-0.008083766988329244,-0.004517221908526214
2013-09-06,1.0929362707052683,0.6586444788298877,2.3985515821229986,0.012572414643165386,0.03008730306457119,-0.012216143296110316
2013-09-13,1.8332406579564562,0.41053353447519036,3.0446608561142847,0.00233817376322909,0.018814621142212662,-0.002663265688885641
2013-09-20,1.1510216805428122,0.4004071182848598,2.9420921808951093,-0.011430678466076372,0.005772342903438199,0.010611268868629287
2013-09-27,2.130233725385319,0.34376813864266215,2.8652394310242078,-0.021927153124619236,0.0009677584646012871,0.022650784647381572
2013-10-04,0.9903285768764654,0.3918882919176088,1.4386011648597195,-0.024589166159464604,-0.016546437627648403,0.02867981790591778
2013-10-11,0.20689568252325402,0.495559875713613,0.8409906966199024,-0.012768569674647234,-0.00795038574451612,0.018655032345418876
2013-10-18,0.7174083400337137,0.354300371409824,2.3100448609049806,-0.009697873927639211,-0.015908978090819814,0.011867790594498828
2013-10-25,3.4510385422815455,0.3440287454548837,3.66584664708067,-0.013700336280981773,-0.008548647318201374,0.020928856678006147
2013-11-01,3.0523773972591606,0.36415011257987934,3.5933515548733546,0.007363035068014279,0.012464735826082318,-0.005199881988493638
2013-11-08,2.3721543601634743,0.35407194179450485,3.8941909006170627,0.011068275090162949,0.005072279989855488,-0.012590459311770719
2013-11-15,2.282304148761386,-0.057084096903631476,4.217525055687181,0.01506591337099783,0.025067890220278555,-0.013811246300558966
2013-11-22,1.973869461463454,0.3448225895786582,3.978446676326301,0.01919434272004028,0.039570929993841375,-0.017855849329952878
2013-11-29,1.9384031986543384,0.30511883543421253,3.8334921807547024,-0.0004955401387510827,0.0380485396745911,0.007636700648748995
2013-12-06,0.27974652495740104,0.4492852896078562,2.6651897083029548,-0.01205412054120536,0.03870804945748185,0.02497849904647964
2013-12-13,0.7585369466118266,0.5591197174554999,2.104967037377841,-0.007915893630179194,0.03029395618106534,0.018339446482160904
2013-12-20,2.0630307310305795,0.6702666016023666,2.353619066916019,-0.0016107049931852746,0.027647494445816045,0.00833425526422582
2013-12-27,3.7714220627406987,0.6158852211367984,3.843674197775743,-0.003594447198810191,0.026599638830592243,0.011147492733895259
2014-01-03,1.5941540890365196,0.4784075347238854,3.012477989339839,0.0058515936254981415,0.018900009717228716,-0.008536718835504109
2014-01-10,1.6153688685106673,0.5853233349713929,3.7916771888643646,0.005610273033287649,0.009009881805851716,-0.0053481772538745975
2014-01-17,2.4881122642154296,0.500897590634709,3.943035145603422,0.008066517746339263,0.002306029305788826,-0.009545404673956814
2014-01-24,2.9393459089052856,0.6409126060942949,2.986646737759176,0.0008707550690383314,-0.02733669297328134,-0.0046936399359627234
2014-01-31,-0.606576545815065,0.9430160973620569,1.0859534861626607,0.006436440153484435,-0.02689428258070692,-0.007469551458954227
2014-02-07,-0.8879413446879078,0.8349979207297981,1.0404176062347226,0.00037193156459225385,-0.017378780604896837,-0.0025238670031824118
2014-02-14,0.8212937775358917,0.6311023752701399,3.1624778184663365,-0.01329558045057233,-0.024109667833005832,0.011188243113507301
2014-02-21,0.839038789028001,0.5489951017146619,2.7168481966915565,-0.0027342779020632646,0.00224839923749931,0.004532992140376502
2014-02-28,1.2026420338762023,0.5477609486864786,2.8985051321964255,-0.019923748616406445,-0.00225412848532347,0.02339289686364676
2014-03-07,0.37969591420870036,0.5273479636800694,2.903433595747883,-0.01202131614822155,0.009185069376587585,0.017821782178217616
2014-03-14,-0.8674680544515979,0.345886637096558,2.323249973101831,-0.008733624454148492,-0.004371316306483353,0.01621325543180574
2014-03-21,1.680585583157741,0.4017115916571495,2.6696021368696625,-0.0016201395812560637,-0.0025359668373567956,0.003930274027438951
2014-03-28,1.331036411236886,0.3903452688820252,2.8342717441086833,0.006148826703476162,0.009920927262904389,-0.0035863068284730515
2014-04-04,2.5712831704510486,0.27639036058312205,3.379169148358296,0.008780732563973936,4.841208365613525e-05,-0.012609886150741878
2014-04-11,2.104427562610683,0.2345126881536419,2.028765862461706,0.0,0.002565240984657935,-0.002120090553020093
2014-04-18,1.9070154670002482,0.21477782773308607,2.558210648037168,-0.003495194108101174,0.001466777489854909,0.001558705187225673
2014-04-25,-1.9248049664763585,0.2420725262995901,3.0589077142960948,-0.005362933399850389,-0.006273403686232526,0.005816912673598518
2014-05-02,3.0331649241781937,0.07366892481030295,3.0159614383870283,-0.0111912459587169,-0.01065014280873322,0.012223600671385837
2014-05-09,2.9525983268204854,0.024897613592596103,3.273938069507415,0.005663939584644284,0.0024602666929094408,-0.009038530788620713
2014-05-16,2.485099732517606,-0.7708410015221367,3.547244873108042,0.002630590003757982,-0.00873895425474791,-0.00872240318494355
2014-05-23,4.014821052552149,0.1491569863855634,3.3552109281338054,0.008025078369905847,-0.001957521777429916,-0.01438588881659797
2014-05-30,4.115856748765706,0.15488988860309258,4.129112134820043,0.01068913480885314,-0.00391446885550728,-0.017266861324393257
2014-06-06,3.3006136923832314,0.13371091034301158,3.9473458058458006,0.006382978723403987,0.0060864870171304375,-0.008503215959882127
2014-06-13,3.4135335882682023,0.21243941037680186,3.76497297491951,0.006746626686656487,0.005417651694247461,-0.011099346452955516
2014-06-20,3.421652198783941,0.368092289566033,3.85367296295079,-0.0002487871625824756,0.001029714621947564,-0.002530438609358976
2014-06-27,4.072148412218259,0.35378812513980296,3.826870250516424,-0.004354858778151116,-0.0040280984427958355,0.0013205194042988921
2014-07-04,4.181905124218872,0.1356287744973457,4.205727039197126,-0.001741076980475098,-0.0035614968044102024,-0.0034451163643026694
2014-07-11,3.827767168765149,-0.049296291322633905,3.501277276355819,-0.004839910647803425,-0.006760066620946192,0.004910467048181655
2014-07-18,3.7813542643016596,-0.11410296107744486,3.0820344882738415,0.0018663680477786215,-0.007249571393583176,-0.005514908636346849
2014-07-25,3.982151554301199,0.0001296466829376789,3.464726804022677,0.012621844538865057,0.004586929716399624,-0.015935233350428457
2014-08-01,2.675629299860301,0.0006816489176930618,2.0208423882919666,0.012831693036003067,0.004994124559341895,-0.012136368651392004
2014-08-08,2.021866776591163,-0.017071059586312737,2.0519189222641145,0.015712682379348752,0.006707437364371849,-0.014549195385406666
2014-08-15,3.999581871175521,-0.23994064102020113,3.463227002629626,0.011177347242921076,0.01011496521438815,-0.009279455802432612
2014-08-22,4.841186395624615,0.14408543117256156,3.8288343996352254,0.01616685178329047,0.02066967792615837,-0.013996947474221089
2014-08-29,4.679274056594344,0.07427165713229153,4.293462734183133,0.01783517835178361,0.014079703790314868,-0.02218830274375494
2014-09-05,3.6942118031033955,0.07083474997343478,4.211455482757421,0.028115408225905414,0.029786400156770254,-0.03433748415479809
2014-09-12,2.437644801148646,0.15715442492491646,3.4787974337630616,0.03463522476050107,0.04860296991012092,-0.03239047690126118
2014-09-19,2.587359523641501,0.00039659607458550903,3.6339863006688176,0.029147437454457137,0.04906440906248499,-0.03129837278664993
2014-09-26,2.3065373289496653,0.06366066631619702,2.8887760220981686,0.03492447129909393,0.05006005284650472,-0.034113839710641525
2014-10-03,1.1930979748311976,-0.23137990292695926,2.477647217229063,0.035228086935753744,0.044433872502378735,-0.03347361105748825
2014-10-10,0.9938512433834668,-0.26994248413134053,1.7096861947439899,0.019824311490978408,0.0031210695486096895,-0.025993058233706345
2014-10-17,-1.931064403008231,-1.1459667684812167,-0.21802334538627618,0.004366296908189904,-0.019900041267366553,-0.005183568477667766
2014-10-24,0.3156410455512265,-0.0643163089914804,2.5938019251109763,0.001050910789350823,-0.010294184929313333,-0.00110370925144887
2014-10-31,2.5632020697258455,-0.05681950365718931,3.178456498134783,0.0026531318491176403,0.023275940603079137,0.0005991851082527422
2014-11-07,2.1392881768148095,-0.04022305404170578,3.672213308309762,0.020137353043882866,0.06380607411535233,-0.013739309471016758
2014-11-14,3.292356916363129,-0.02442562549288424,4.224802765898256,0.02843379156385839,0.08799999999999986,-0.01872673849167472
