,em_hsd,eu_hsd,us_hsd,usd,jpy,eur,state,state_0,state_1,state_2,state_3
2011-07-15,0.7106822656943514,-0.5169326778077139,2.4025912362103314,0.0018669155887451,-0.011616889840346,-0.011040458388652,3,0.1472698578476129,0.045054469689022325,0.03136290951038333,0.7763127629529814
2011-07-22,0.9501874265130028,-0.1158420930355762,2.930553930203525,-0.0194264569842737,-0.0235608633048445,0.0114845346297471,3,0.11062893369065316,0.03187197308416445,0.05078313223929545,0.806715960985887
2011-07-29,1.054664985497834,-0.11197712969076,0.252864109906303,-0.0060524546065903,-0.0504731923638513,-0.0088812392426849,3,0.18236953365266256,0.6047435614225273,0.019988521136356047,0.19289838378845411
2011-08-05,-2.278592310382064,-0.2325218547892202,-2.4361196206239817,-0.007714817770684,-0.0277779017857142,0.0008409250175194,1,0.12475227877623701,0.4777318101188007,0.39503685570082114,0.002479055404140949
2011-08-12,-14.475704664375044,-0.9402299831551169,-8.435916776983124,-0.0069213363503263,-0.03071102685624,0.0068183424009042,1,0.004974699254482413,1.0984220965027414e-08,0.9950252897612966,6.524036552452899e-18
2011-08-19,-12.4344714808502,-0.2126692227235444,-4.619559544233173,-0.0025606469002698,-0.0253388967134265,0.0028907773753135,2,0.13986515332546168,0.0008865028418817019,0.8592483438106083,2.2048234616909604e-11
2011-08-26,-4.654990921066774,-0.1347432911098774,-4.131980800327218,-0.0012178619756428,-0.0016285586122805,0.0071547652125592,2,0.21432446694347018,0.002433715978792099,0.7832366656939959,5.151383741826469e-06
2011-09-02,-1.6366049309300323,-0.1837957362066454,-0.6992368411807817,0.0021447721179626,-0.0204081658683888,-0.005356392662092,2,0.21028448512357417,0.6591462699647251,0.08738606372799829,0.04318318118370236
2011-09-09,-1.88871981704589,-0.1671084866143644,-1.88194598241008,0.0345798150381988,0.011539215273383,-0.0418611179339625,0,0.5265552394650478,0.1849487758741635,0.28374796137819647,0.004748023282592265
2011-09-16,-2.936465140146025,-0.1665820369995465,-0.0570086426339266,0.0349952709093366,0.0032660526487684,-0.0415349887133181,0,0.4632371439384634,0.41106799302617714,0.08370051355783283,0.04199434947752664
2011-09-23,-4.416755286546016,-0.3806540506083159,-1.914372827415448,0.0635415255385449,-0.0002609944226799,-0.069004758948893,0,0.9325293278599274,0.009367676375278026,0.057692517495132975,0.00041047826966164434
2011-09-30,-7.346296687234053,-0.1434690440314412,-2.7680756534645865,0.0506955591225251,0.0034505212826196,-0.0576889233043539,0,0.6463655033773419,0.017935980613045483,0.3356876651473997,1.0850862212929056e-05
2011-10-07,-11.966488668818792,-0.1754137654777892,-1.5434193725945122,0.0199507708252364,-0.0109563045831792,-0.0201787153006666,0,0.4007259140426138,0.20811511082587184,0.391158974747466,3.8404828945414017e-10
2011-10-14,0.7926273340665616,-0.0405762300831014,2.251867799172041,0.0002610966057441,0.0055991926557716,0.0056161455125185,0,0.23757423009482825,0.08332395257235976,0.0400913032784193,0.6390105140543927
2011-10-21,-2.5369802849648364,0.0318483099412191,0.2756193896578118,-0.0267515923566878,-0.0041770009368229,0.0294477164129347,0,0.26231281305542814,0.4313978111255138,0.22880212659788407,0.07748724922117414
2011-10-28,4.866450792090594,-0.0420400074712446,1.971526932044479,-0.0443029917250159,-0.0161551957639906,0.056962498132377,0,0.48627890197481344,0.10943026571734195,0.23735923965672617,0.16693159265111854
2011-11-04,1.296258459344746,0.0085105683500948,0.4425501007788895,-0.0224819001651213,0.0196141013945003,0.0312838721734254,0,0.7670306389090938,0.11877899986437819,0.060325428964088455,0.05386493226243954
2011-11-11,2.9165650280876934,0.0818121924465124,1.5730114129398722,0.0043069694596711,-0.0013595340057667,-0.0089716797578726,0,0.22407412320420997,0.4091110360963397,0.06205138920621657,0.3047634514932337
2011-11-18,1.0787499003434349,0.0914404052891099,1.3561831055946647,0.0217277486910993,0.0086513315836063,-0.0277417962003453,0,0.20198429405475088,0.38530901845332244,0.04658882267545407,0.36611786481647257
2011-11-25,2.1412966537962164,0.1415755250163783,1.739345068558341,0.0615425602770747,0.0253231370777022,-0.0646711665547583,0,0.4475440035880253,0.13483416351075012,0.038096830212864655,0.3795250026883599
2011-12-02,9.587128928832794,-0.3689409520109066,3.1626839788458128,0.0216995841995841,-0.0028119131861585,-0.0284865178312553,0,0.9120815823192264,0.03423358508920235,0.05325398715267839,0.0004308454388926719
2011-12-09,10.892523828653804,0.450735179370632,2.828457881243846,0.0218323586744637,0.0052514263485479,-0.0274859116524268,0,0.6868771983331922,0.2427210572555653,0.07039445907462734,7.2853366153455885e-06
2011-12-16,5.576069511213644,-1.4668370709693228,4.907541626342452,0.0281834486292595,0.0107862248213124,-0.0351578401983643,0,0.6851776429215811,3.2488036964172933e-06,0.027412450504662976,0.2874066577700594
2011-12-23,9.441444671068885,0.5365678894177535,5.426006633286368,0.0030116702221107,0.0042449195066784,-0.0144330675936074,0,0.8876709119528873,0.001690368015291808,0.10381912017996693,0.006819599851854051
2011-12-30,9.03100357484393,0.5483178527397513,5.214772620599386,0.019712577896477,-0.013523168621419,-0.0339849287472955,0,0.9397651220516046,0.004832968861507193,0.029601963066814296,0.025799946020073784
2012-01-06,4.582678742400127,0.5159380314954631,5.208751681603205,0.0333206155411418,-0.0069010005676879,-0.0488990242625895,0,0.2799917817679727,0.0032544386820817684,0.010813429934351302,0.7059403496155943
2012-01-13,6.557455193555559,0.6314348560913523,5.4546786046588,0.0156989783204584,-0.010863975314991,-0.0274634651528519,0,0.5547256676112767,0.005004860786566291,0.028280030281510583,0.41198944132064635
2012-01-20,12.417011385571548,0.6901675800891767,5.391059766829712,0.003628174652821,-0.0141538381137232,-0.0080506037952846,0,0.94903960112067,0.007060095786382948,0.04388076128449342,1.9541808453435648e-05
2012-01-27,10.492186727960943,0.5533249282708972,5.599922752963964,-0.0159640808181591,-0.0037032229344104,0.0215485614983588,0,0.9124039164154042,0.001982200556305847,0.0838131295725183,0.0018007534557714752
2012-02-03,8.274562992192271,0.4694558550226283,5.181774984151884,-0.0286769230769228,-0.0055201981452394,0.0332534098502417,0,0.8519495729830411,0.002097288155706948,0.09934137927519023,0.04661175958606175
2012-02-10,5.422424598270702,0.4098644526528389,4.775068742686262,-0.0295632973503432,0.0094234093715472,0.0392033129560243,0,0.6046032899700227,0.0009690966860971879,0.03381426428202835,0.3606133490618518
2012-02-17,5.680424110822782,0.6221170741523032,5.246761692548205,-0.0110944901520816,0.0330668485675309,0.0165410628019324,0,0.903559724928535,0.00048017961319779534,0.008895734850924033,0.08706436060734332
2012-02-24,10.711137931395786,0.3055241125182263,6.533806833484401,-0.0069708491761721,0.0561462088224598,0.0173893320228328,0,0.9995954218045316,1.6778206820135855e-07,0.000391853393130028,1.2557020270247288e-05
2012-03-02,8.653395638936,0.2286045192934409,6.335484422927476,0.0060821084642677,0.0683081131467531,0.0045649941035492,0,0.9989306188383796,6.763473603807625e-07,0.0005165327269598117,0.0005521720872999271
2012-03-09,13.911663334406416,0.05334715708072,6.036964791974016,0.0117557830868413,0.061743505246395,-0.0046301567421913,0,0.9980860977393456,1.8250917611417922e-06,0.0019120673116584726,9.85723465701164e-09
2012-03-16,11.162035986969157,0.2120450046466899,7.710788398254303,0.0057985629648302,0.0495536472838191,0.0017488499410713,0,0.9916381069394687,6.799411484416985e-08,0.00825513094568523,0.00010669412073130324
2012-03-23,16.190491152359115,0.0463239573790488,8.085006407851216,0.0127632418634331,0.0168558903432942,-0.0136365325307471,0,0.9793301626637342,1.7701073243399723e-08,0.02066981866668091,9.685116972903647e-10
2012-03-30,10.743351118253033,0.0041695679595107,5.131454261794966,-0.0050377833753149,0.012470077633107,0.0106411178854095,0,0.94685130804421,0.0005851767789092145,0.052189787396573394,0.0003737277803074367
2012-04-06,3.862254680337863,0.0428074885401585,5.102530312599503,-0.0018740629685157,-0.0098840591697361,-0.001334502611812,0,0.2862806957350741,0.001385037241742146,0.023645540655780464,0.6886887263674033
2012-04-13,2.941457314158513,-0.1976480184058075,4.05271889046736,0.0012532898859505,-0.0301978430197723,-0.0073627082621732,0,0.2767679006975537,0.008425751334515749,0.008190711267698578,0.706615636700232
2012-04-20,10.492075687800495,-0.1498955124103012,4.121996217483424,-0.0020163831127912,-0.0095937834226464,-0.0037293754237927,0,0.9168873562322464,0.006956572794702985,0.07592199243316193,0.00023407853988865774
2012-04-27,11.71187120916006,-0.1497165560456437,4.422912489611809,-0.0036708860759494,-0.0307311514497555,-0.0067071342925659,0,0.9616371846581866,0.0024246680262478256,0.035922823548277326,1.532376728830673e-05
2012-05-04,8.061523199715896,-0.0948588200337247,3.998606301475198,-0.0048817123544873,-0.0219256491915725,-0.0009544899205864,0,0.8884715836479663,0.018405955577109594,0.0594060160614131,0.03371644471351104
2012-05-11,7.794760649251524,-0.1233846407813139,3.273965000517012,0.0046313681311804,-0.0119856681064707,-0.0122729879564136,0,0.8300036490562386,0.06860917489263324,0.07651747041964688,0.02486970563148119
2012-05-18,6.2472370086680895,-0.1081041095156066,2.754145459885361,0.0265184998105825,-0.0310220134905296,-0.0333119068325329,0,0.8723717405939456,0.08266002962262582,0.003549586394790985,0.04141864338863758
2012-05-25,8.47475311836256,-0.1257589707932865,4.942004333430571,0.0468809554059206,-0.0073501940139771,-0.0556414802519898,0,0.977818010200989,0.0009143409189730598,0.003789476097600449,0.017478172782437473
2012-06-01,4.069309833185878,-2.12076289017379,4.312512648458535,0.0426415094339625,-0.0229804662467711,-0.0496044636374058,0,0.898693377001164,1.975799625514039e-06,0.0008200671493225438,0.100484580049888
2012-06-08,5.632827416792242,-4.66421905114902,4.616106858480296,0.0280338898579617,-0.0058779397045948,-0.0309282341100874,0,0.9801894375665647,4.801826404087665e-15,0.007638164639128596,0.012172397794301815
2012-06-15,15.525750914650429,-1.8692609121618915,4.159449050012876,0.0041825562799853,-0.0039226831917346,-0.0113431901744502,0,0.9411358361270076,9.48468431448043e-07,0.058863215401667314,2.893722009440652e-12
2012-06-22,17.795000145405012,-0.1677879548051631,5.091348242201994,-0.0016990291262134,0.0093499007718245,0.0042342414316527,0,0.9395156248169557,0.00013274345771764712,0.06035163172531541,1.1223052293683422e-14
2012-06-29,4.410348198973378,-0.0783860622665965,4.7746151912888894,-0.015200868621064,0.0229441774017817,0.0181350275443321,0,0.648910931633464,0.0001963128608747678,0.02542047838814152,0.3254722771175198
2012-07-06,7.892702147936804,-0.0292498101924348,5.061585107409078,0.0105441764634588,0.002201535061207,-0.0182943878570004,0,0.8670739282297666,0.001259600448858624,0.05445816448785643,0.0772083068335183
2012-07-13,13.67831267347716,-0.1267399552571877,4.504054698037597,0.0210706847972559,0.0064154227275614,-0.0305823706282641,0,0.9494390309523792,0.0016370112852638664,0.04892391287960094,4.4882756017902664e-08
2012-07-20,20.027022282288872,-0.0305031991733457,4.91848860352491,0.0148310235837585,-0.0240596859259787,-0.0328560063643597,0,0.9668852415719053,9.305431327232925e-05,0.03302170411482239,2.9466094942052275e-19
2012-07-27,13.627825617410464,-0.1042768788277733,4.609884893829455,0.0132304299889747,-0.0172921517814864,-0.0269747235387048,0,0.966000797796935,0.0010326591409115585,0.032966463553319975,7.950883353049053e-08
2012-08-03,5.06212892188191,-0.2469555979579603,4.480109958411137,-0.0119932837610938,-0.0148746645169979,0.0080156243642428,0,0.3885669642982717,0.0014358257665405768,0.044501286690197116,0.5654959232449907
2012-08-10,8.341090544651093,-0.001458097302482,6.0483447004837805,-0.009598080383923,-0.0118655657492507,0.0031016610210994,0,0.897290304859048,4.6631635446909835e-05,0.06423129639785266,0.03843176710765245
2012-08-17,-5.737902565737396,-0.1928425239643651,6.616416127755888,-0.0105414470531864,0.0136960139757948,0.014559513037756,0,0.5980784015146426,1.694101819887475e-05,0.40190462297905444,3.448810398712156e-08
2012-08-24,10.944118946948988,-0.1363297399411088,6.708062703224205,-0.0135412888405269,0.0031877594118916,0.015748670698543,0,0.9579863717546203,1.1563304801567732e-06,0.04163352872267644,0.0003789431922230825
2012-08-31,13.691362241294865,-0.1804135030037791,5.837054844019557,-0.0142024763292062,-0.001210626911315,0.0153386614999599,0,0.9485374818818807,1.410430952401997e-05,0.051448207257249884,2.065513453352238e-07
2012-09-07,15.693773549711668,-0.1216469681236588,5.474383744391966,-0.02786190187765,-0.000127874297394,0.0428414500183085,0,0.8645729196322735,4.23703438240194e-05,0.1353847097593991,2.645033004337412e-10
2012-09-14,12.003405391694248,-0.2330299148480086,4.748918603565892,-0.0453995157384988,-0.0147049600584375,0.0642532836062916,0,0.7171313520812833,0.0002207716787824081,0.2826359092314052,1.1967008529040532e-05
2012-09-21,8.185507693117984,-4.738220184516787,5.348119645836144,-0.0276994729746293,-0.0064823649802814,0.0373226773226771,0,0.9829302566053122,5.623342625210976e-20,0.016943488840735203,0.0001262545539527393
2012-09-28,4.201400441285345,-14.510894193424878,4.891241244603521,-0.0156384681689446,-0.0059321306285807,0.0223821261032042,0,0.9440169431970545,4.9489129757868986e-85,0.055983056716973054,8.597246098865937e-11
2012-10-05,5.141413837744066,-13.002065603388644,4.754467007222009,-0.0113395638629282,0.0051743969815249,0.0170099875156053,0,0.9519302305523519,3.1900279288973937e-71,0.048069766927007374,2.520640685789476e-09
2012-10-12,4.83242820903571,-3.652354104274428,4.035154430756055,0.0103994927076729,0.0006377958591485,-0.0134079914676418,0,0.8744981055358251,7.641672701847566e-11,0.028172057241787746,0.0973298371459704
2012-10-19,8.286473953951566,-0.0685115150701043,3.616085255109647,0.0036556157821758,0.0147764363559697,0.0032743942370658,0,0.8989877318263688,0.01947156650160562,0.07072520366256627,0.010815498009459303
2012-10-26,5.403543794035394,-2.7231687446459807,2.567002753065974,0.0016262196647482,0.0222021303901438,0.0064548742077223,0,0.9247109638087896,1.1356219730034563e-06,0.046221602220633935,0.029066298348603636
2012-11-02,6.419509363411312,0.1514168324430567,2.5740342053453613,0.0157549785732289,0.0228153826266772,-0.0150759551941077,0,0.7210174217437444,0.1795637034426886,0.06183438018557577,0.037584494627991266
2012-11-09,8.914876581546284,0.0236059795304377,2.319471561885662,0.0170704154637879,0.0133853035101412,-0.0186479286514036,0,0.6915358247617615,0.23151588108450502,0.07668818465415186,0.00026010949958167677
2012-11-16,8.399769266021355,-0.5797508211087731,3.853279320012792,0.0205978397387589,0.0249621816644201,-0.0213868837352173,0,0.9476550291840813,0.0024672066315188377,0.04320146911486418,0.0066762950695357206
2012-11-23,5.457899540506142,0.0125107816136591,3.925774228629552,0.0014986886474332,0.0347772799469277,0.0027044778425993,0,0.8087865618286555,0.003690936360152962,0.02134426257782351,0.16617823923336802
2012-11-30,13.893153288810064,0.043712889806694,3.3987282820971374,-0.0054597344583694,0.0249783801389811,0.0115287244401169,0,0.9407688588295267,0.009486620779815798,0.04974451995434872,4.3630871602396727e-10
2012-12-07,8.568313576967252,0.1252668249304935,2.950345798241875,-0.007651487103542,0.0376123026605443,0.0171138563222912,0,0.9739948961824926,0.00905009976345383,0.01663420025382208,0.00032080380023127164
2012-12-14,5.470273763731788,0.0456812040233415,3.2262391697723585,-0.0206743785380261,0.026814394442115,0.0329187428885315,0,0.851354283859433,0.0038528207968987547,0.02665689020524342,0.11813600513842493
2012-12-21,3.741963839053457,-0.0560448860805998,2.391171898430952,-0.0071081182192292,0.0220212327105073,0.0162601626016261,0,0.5480006874044464,0.03884630427188542,0.048235773693025875,0.36491723463064213
2012-12-28,2.487655781043865,-0.0149227045714336,1.3651246897572804,-0.0058640049906424,0.0428588748787588,0.0177890724269373,0,0.8766010615688147,0.025377609777906138,0.018871808930721826,0.07914951972255733
2013-01-04,3.1256931478932386,-0.0667618088311375,3.284701802766321,0.0011192637731629,0.0686791621117977,0.0110238657022394,0,0.9502849440487182,0.00038390793728778277,0.0012520657425179446,0.04807908227147579
2013-01-11,6.782972469262047,0.007896837987883,4.818361606864654,-0.0002513194269913,0.0682797077144226,0.0137506647420799,0,0.9877571105439743,2.1395368682842896e-05,0.0014149379388701882,0.010806556148472798
2013-01-18,7.02219992452383,0.0663030948236684,4.426713729107069,0.0052750565184627,0.06944857475498,0.0100094786729856,0,0.9816818472176713,0.00012731644888664,0.0032628568979069157,0.014927979435535246
2013-01-25,3.885498087006853,0.1414128229774074,4.173762068801764,0.0008785140562248,0.0569666918560713,0.0185374342677713,0,0.5054525446827319,0.00039065683472450286,0.012464578404815525,0.4816922200777281
2013-02-01,2.8476329354501155,0.1177488526520715,3.163472117348117,-0.016024844720497,0.0519001760522035,0.0436911775958375,0,0.42423704495536596,0.00019306838577000973,0.01618800331907368,0.5593818833397903
2013-02-08,3.009340427727139,0.2247544259932698,3.3989940616154497,0.0081699346405226,0.0393026507403733,0.001573741007194,0,0.3069693299871206,0.01601834526644104,0.02242821720260804,0.6545841075438302
2013-02-15,3.413879043911048,0.2206729421779602,3.554322902853909,0.0067466266866567,0.0380752664789103,0.0033034273058296,0,0.3119650797527176,0.012881753095494027,0.022985398242044503,0.6521677689097438
2013-02-22,2.2026825456426096,0.172506949767029,2.788199353124665,0.0214420062695923,0.0273883327710864,-0.0201314860899601,0,0.21707265858786215,0.08227541022854785,0.023898590888080978,0.676753340295509
2013-03-01,0.8362309793563931,0.1635865199643283,1.604843731298463,0.0387577326095192,0.0093287688680256,-0.0453445747800588,0,0.274007321230019,0.22039767237077426,0.017915574789322736,0.48767943160988403
2013-03-08,6.750884606401572,0.2957440698998805,3.7454543816026855,0.0312928562523378,0.0360899821977664,-0.0268612046389825,0,0.7539608634472956,0.05236345342597175,0.04985126584895702,0.14382441727777562
2013-03-15,15.581784773200138,0.9227191699935692,4.118036654624342,0.0192355423181931,0.0188204031438805,-0.021513824971003,0,0.8585310057614874,0.07276497534759778,0.0687040188508459,4.0069035764591373e-11
2013-03-22,15.607049054112831,0.9018870070347884,3.132225841735601,0.0131352811195681,0.0118837321342539,-0.0153898639172131,0,0.6405282164796775,0.2592754626598272,0.10019632085899927,1.4960983795498566e-12
