,MSCI USA,MSCI EUROPE,MSCI EM,MSCI KOREA,MSCI JAPAN
2017-03-03,0.3375601514285708,0.07913097170118774,0.017296247628211858,0.27197585491483955,0.2940367743271901
2017-03-10,0.3399875686594534,0.08600109937893391,0.025491584794388376,0.2737305812908514,0.27478916587637287
2017-03-17,0.20071776069741518,0.16222434767961075,0.18606683843213023,0.4487527028581039,0.002238350332740021
2017-03-24,0.3058477900967376,0.0909781073094932,0.054455776967306906,0.32211056456307713,0.22660776106338523
2017-03-31,0.3360261807570362,0.08537541555111657,0.029750653821012087,0.2828895717511893,0.26595817811964595
2017-04-07,0.379080008204442,0.09787323954708428,0.009275870444060676,0.21744137356816215,0.29632950823625087
2017-04-14,0.37954047671132285,0.11100821254776481,0.009563427223609668,0.1957149706131312,0.3041729129041715
2017-04-21,0.31690019025629496,0.12844282873962826,0.012206983879035103,0.18504707822047253,0.3574029189045692
2017-04-28,0.3783037880563005,0.1003234111488855,0.013230022236050893,0.2201848546167052,0.2879579239420579
2017-05-05,0.3514719267728118,0.08002050317860263,0.009036801680653652,0.2533466416540744,0.3061241267138576
2017-05-12,0.3470463414525619,0.07978675809414866,0.0056612278798316385,0.2490311703676814,0.3184745022057763
2017-05-19,0.3451209244153719,0.07914024931082358,0.009793522822150515,0.25754900271399916,0.3083963007376548
2017-05-26,0.3765921366050082,0.09643256747823784,0.012012864472110188,0.22506222097618656,0.2899002104684572
2017-06-02,0.4007731939566101,0.11832327278668557,0.015437656566249085,0.1885285618100578,0.2769373148803974
2017-06-09,0.3965322981621275,0.11633998087791325,0.016813229880624767,0.19515633552404374,0.2751581555552908
2017-06-16,0.3984361657069119,0.11597257189549931,0.01231821479774853,0.187736175985947,0.28553687161389324
2017-06-23,0.41083921270089024,0.13726358707586978,0.01809199536315693,0.15885782780139424,0.2749473770586888
2017-06-30,0.36379818368967587,0.10676591924252311,0.011571041730566455,0.20982269286887692,0.30804216246835775
2017-07-07,0.3672148481343317,0.11858915002963787,0.010522067883421747,0.1873720622245187,0.3163018717280899
2017-07-14,0.3826375171213578,0.11532422294935837,0.017961013823993562,0.20195917633657767,0.2821180697687127
2017-07-21,0.36714812401904073,0.09956550985970108,0.017524734995545344,0.23125806897294587,0.28450356215276695
2017-07-28,0.38767253461952766,0.11216212028773413,0.015959864621329995,0.20275333646654659,0.2814521440048617
2017-08-04,0.42244831625898716,0.14500264768536614,0.023259719950443816,0.15194436615730733,0.25734494994789564
2017-08-11,0.3841539176327764,0.11401704758349628,0.02159718042225362,0.2099689832926151,0.27026287106885866
2017-08-18,0.40549015862476295,0.12779759368126611,0.015462104258305505,0.17155327146069088,0.27969687197497456
2017-08-25,0.3972053179436185,0.11830896509598812,0.015100849288051525,0.18879171280694546,0.2805931548653964
2017-09-01,0.46900066414523034,0.20496178224679804,0.03589602188718721,0.06185008427725318,0.22829144744353122
2017-09-08,0.3924851340950229,0.11307261902042755,0.015592581113000697,0.19950795308645736,0.27934171268509156
2017-09-15,0.38520491476974933,0.13204055990216856,0.029690994953445956,0.193090784863722,0.2599727455109143
2017-09-22,0.3597164041550068,0.12913481074491126,0.03937460693195086,0.2201488832357894,0.2516252949323417
2017-09-29,0.3585343695144119,0.10014166537218089,0.022485307238526677,0.2406362446409485,0.2782024132339321
2017-10-06,0.3702795934849759,0.11037709696320261,0.014845374274728762,0.2078158096460029,0.2966821256310898
2017-10-13,0.36551538423343893,0.09176614341054737,0.011336061028834039,0.23428307848384722,0.29709933284333245
2017-10-20,0.361349691764646,0.0928558156447345,0.011349843274385164,0.23341688272309008,0.3010277665931444
2017-10-27,0.3594510181605671,0.09773500071019735,0.010443256106049863,0.22410063352185036,0.3082700915013353
2017-11-03,0.3688152730365758,0.09580582344662555,0.011688689078694815,0.2273320141609741,0.2963582002771297
2017-11-10,0.3887349870882004,0.11047514045890201,0.012001345262331051,0.1986529642990727,0.29013556289149384
2017-11-17,0.37340105156376935,0.09501188566639183,0.011169175617551184,0.22674933278289278,0.2936685543693949
2017-11-24,0.38091107713270117,0.10549805169571871,0.019054073786996892,0.22073971709526674,0.27379708028931643
2017-12-01,0.374610847183014,0.0996179546620113,0.017684555481542807,0.22974802673792227,0.27833861593550946
2017-12-08,0.41270632391429285,0.15144848714694606,0.030214268241561777,0.15507298428284813,0.2505579364143511
2017-12-15,0.3681685565607942,0.19499628229236513,0.10190280935878927,0.21319085138273938,0.12174150040531198
2017-12-22,0.22895615353078813,0.1594282543349393,0.14792302142301325,0.38250544644097584,0.08118712427028342
2017-12-29,0.3329585314075724,0.09244354565498908,0.03530559577327857,0.2810887621775507,0.25820356498660924
2018-01-05,0.3898719485860627,0.1283531901011525,0.029951485487860238,0.19867985721771642,0.2531435186072082
2018-01-12,0.36085722747107185,0.09236327677501453,0.021175660993129404,0.25098570312179874,0.2746181316389854
2018-01-19,0.3506084150875,0.09515665893982152,0.028917069559415587,0.2617086099575523,0.2636092464557106
2018-01-26,0.34798825304116615,0.09155032796711414,0.02867954353714562,0.26797091923471605,0.263810956219858
2018-02-02,0.35858341392994586,0.12921624737162113,0.04607125926721438,0.23160139007720812,0.23452768935401053
2018-02-09,0.19940832469758546,0.1619630747248257,0.18651207412367177,0.4502428659565443,0.0018736604973729745
2018-02-16,0.30237693164479523,0.14709961415447076,0.039948615588425065,0.20388431440853125,0.3066905242037777
2018-02-23,0.434770969077738,0.17386308196378136,0.020230186081409817,0.09544575438305748,0.2756900084940133
2018-03-02,0.4141673610359215,0.17274410263514162,0.014459204573908929,0.09223506945065331,0.30639426230437466
2018-03-09,0.42521901598067663,0.14831522819143586,0.017789558105942082,0.136483305548421,0.27219289217352444
2018-03-16,0.4007042426042922,0.1259205741592507,0.01299428167225217,0.17162162293526045,0.28875927862894446
2018-03-23,0.3707254564152475,0.15533395358609556,0.04080009890587129,0.17596677955520526,0.2571737115375803
2018-03-30,0.42358992084781016,0.19189227579694154,0.04086051758685511,0.10254710327379807,0.2411101824945952
2018-04-06,0.4246881827511447,0.20197864503476132,0.052919721364831904,0.10572846540801459,0.21468498544124748
2018-04-13,0.4055468907664516,0.17904233363224625,0.043244374286252454,0.13230152916787066,0.23986487214717916
2018-04-20,0.36192803380566707,0.11972182263274116,0.01933811723101238,0.2015836844690835,0.29742834186149586
2018-04-27,0.3410073685283183,0.13581170256258382,0.025111757297370696,0.1890159915193639,0.30905318009236316
2018-05-04,0.34952312210703224,0.11641498987616455,0.014070089041643119,0.20104759041424897,0.3189442085609112
2018-05-11,0.35163008373562427,0.11592230627774787,0.011539004778314293,0.19711577526500204,0.3237928299433116
