,US 1-3Y GOVT,US 5Y GOVT,US 10Y GOVT,US 30Y GOVT
2020-09-11,0.4332649608353416,0.2582245284249986,0.1909299144970675,0.11758059624259229
2020-09-18,0.41501168841342456,0.26669096991170715,0.20703941486457872,0.11125792681028948
2020-09-25,0.23668021021262578,0.39349739496809094,0.35401834267919513,0.01580405214008823
2020-10-02,0.4406650554634032,0.12160296482308512,0.1054480343695364,0.33228394534397526
2020-10-09,0.3260154098709597,0.3195813756080469,0.2773887716326797,0.07701444288831374
2020-10-16,0.41169817082198007,0.2701735391993078,0.2088406182685405,0.10928767171017167
2020-10-23,0.16313964954370197,0.14891720831011288,0.2339171733700112,0.45402596877617396
2020-10-30,0.0491719702489578,0.13225100272607054,0.2727655986863222,0.5458114283386494
2020-11-06,0.2321232653647602,0.14680195449009556,0.20438927915077626,0.416685500994368
2020-11-13,0.451818448547842,0.19918531054791225,0.14118957960418305,0.2078066613000627
2020-11-20,0.49849370300766654,0.20787383857106662,0.13213796274255957,0.1614944956787073
2020-11-27,0.35859051449244767,0.2848220668737017,0.23866655227161448,0.11792086636223606
2020-12-04,0.2961583600426864,0.3369253344948721,0.29929328730577737,0.06762301815666406
2020-12-11,0.27988863118703944,0.3457401467186767,0.31297860894227975,0.06139261315200409
2020-12-18,0.257845518230011,0.3515492809775575,0.32588976496922206,0.0647154358232095
2020-12-25,0.20829085528965519,0.3928576453465077,0.36884382863874876,0.030007670725088288
2021-01-01,0.2586796044363971,0.3640497732670411,0.33206061502666495,0.045210007269896865
2021-01-08,0.2819782799750896,0.34571893124250674,0.3106089088386932,0.0616938799437103
2021-01-15,0.5655778268679912,0.12095085847409776,0.05343182837988702,0.260039486278024
2021-01-22,0.33816124907968664,0.30440156799717855,0.26182030720598526,0.0956168757171496
2021-01-29,0.5392733312109275,0.1811918414480201,0.09670373898246432,0.18283108835858794
2021-02-05,0.517733160118787,0.1190942006401919,0.07230460630755453,0.29086803293346664
2021-02-12,0.4236695867879777,0.24484088164310952,0.18860367603356207,0.1428858555353506
2021-02-19,0.36334829427063353,0.28600287535601887,0.238437547551744,0.11221128282160359
2021-02-26,0.3630411649313416,0.30031070601099,0.24857470384887892,0.08807342520878939
2021-03-05,0.5815283478755781,0.14147974042366376,0.0570715320067544,0.21992037969400374
2021-03-12,0.5294611581046688,0.18469556689081154,0.10334135022242336,0.18250192478209645
2021-03-19,0.5477349995412166,0.17031325077481302,0.08921761875362336,0.192734130930347
2021-03-26,0.5023575053220094,0.12112043877952684,0.07967801010281582,0.296844045795648
2021-04-02,0.44738484037140136,0.12066076370528091,0.10219729875256742,0.32975709717075036
2021-04-09,0.5834743977598348,0.12992183661461235,0.0506197519129604,0.23598401371259237
2021-04-16,0.5742643352045951,0.11751419510694407,0.04812296693336663,0.2600985027550943
2021-04-23,0.3106782793211751,0.3257547907660709,0.2882093297382173,0.07535760017453674
2021-04-30,0.5898241406483994,0.12368624368969183,0.04477054534984336,0.2417190703120653
2021-05-07,0.5193086616722697,0.14429345777252292,0.08429332345933904,0.25210455709586826
2021-05-14,0.00018653470357329365,0.13017450979566836,0.2920007586260205,0.5776381968747379
2021-05-21,0.4225638526172632,0.16052559068837458,0.13235382010278024,0.28455673659158204
2021-05-28,0.49806151767017437,0.19246637508668432,0.12453725173918362,0.18493485550395775
2021-06-04,0.6022987029827178,0.13173813450338634,0.04371165854086139,0.22225150397303445
2021-06-11,0.5570660186420555,0.1171835571510482,0.055074983294866056,0.2706754409120303
2021-06-18,0.6031271786256491,0.12167886914243432,0.0382564376023924,0.23693751462952412
2021-06-25,0.6283048285104378,0.12447774205552203,0.029233625521321034,0.21798380391271913
2021-07-02,0.6062590506501374,0.13557512532671884,0.043907406993829924,0.21425841702931392
2021-07-09,0.6269394737014088,0.11907121503078327,0.02710179901976133,0.2268875122480467
2021-07-16,0.6301136657742886,0.12018305506546803,0.026342864476721673,0.22336041468352175
2021-07-23,0.5442782738784468,0.18584491527524744,0.09485059712473515,0.17502621372157065
2021-07-30,0.6048282553662199,0.11675549856922553,0.035096675846875515,0.24331957021767903
2021-08-06,0.5602166194049994,0.17125314707823144,0.08546131213439095,0.18306892138237826
2021-08-13,0.5388656736204299,0.1350368636314072,0.07238302518797544,0.2537144375601874
2021-08-20,0.6284886724779485,0.1218362355353647,0.02783993658071521,0.2218351554059716
2021-08-27,0.5230278805170201,0.19263091035672436,0.11457680675756213,0.16976440236869345
2021-09-03,0.5222436466983817,0.17778470880251784,0.10631028378013839,0.19366136071896203
2021-09-10,0.6203129174872547,0.12284203508469811,0.03172504804665978,0.22511999938138744
2021-09-17,0.5884247526785257,0.14577439808965953,0.05727093426623619,0.20852991496557868
2021-09-24,0.4001699250225079,0.27765022961561353,0.21690517326685538,0.1052746720950232
2021-10-01,0.30174994939730254,0.3448243930110866,0.29741850987752133,0.05600714771408943
2021-10-08,0.34274754707178323,0.31297760840927535,0.26449210221606034,0.07978274230288097
2021-10-15,0.5015533405468092,0.21298600804549025,0.13442456654275312,0.15103608486494752
2021-10-22,0.474348755243498,0.19486888624421544,0.1358137803678061,0.19496857814448043
2021-10-29,0.4190994265393293,0.24803779242714485,0.19202640675603969,0.14083637427748621
2021-11-05,0.34956668351737036,0.29672979486371975,0.2531826675288587,0.10052085409005125
2021-11-12,0.3230972014982483,0.3025411102519189,0.2652542049158077,0.10910748333402527
2021-11-19,0.24852544735724413,0.37034352776926455,0.33895538946378195,0.04217563540970944
2021-11-26,0.6250919944138599,0.12422585279800318,0.03043750301184397,0.22024464977629296
2021-12-03,0.3878342431903399,0.28673355386285404,0.21048135921543354,0.11495084373137247
2021-12-10,0.4004152477140909,0.2844255795513218,0.21216918180275757,0.10298999093182963
2021-12-17,0.6026046060944076,0.1405998439544462,0.047911659400289214,0.2088838905508571
2021-12-24,0.564048532289962,0.15838614434060796,0.0752841623908126,0.2022811609786174
2021-12-31,0.5862424298958473,0.1287890718905368,0.04904599258625589,0.23592250562736
2022-01-07,0.4893297904294254,0.19550314983212072,0.13039855617059246,0.18476850356786134
2022-01-14,0.5034488873330063,0.12402145879366942,0.08067343771524521,0.29185621615807905
2022-01-21,0.4063594154007157,0.15905432442538991,0.13836392106919665,0.29622233910469775
2022-01-28,4.794328799451731e-05,0.13017782215012902,0.29205976223610947,0.577714472325767
2022-02-04,0.5100528213592634,0.1934880475598217,0.11259133408525515,0.18386779699565975
2022-02-11,0.5704584524797048,0.1536020878553128,0.06770206868119631,0.20823739098378596
2022-02-18,0.3828394551938753,0.20039622978784402,0.16868010775110115,0.2480842072671796
2022-02-25,0.15814069595060878,0.24741030238428702,0.2854427319476284,0.3090062697174758
2022-03-04,0.06271006494852573,0.17617852780871573,0.28911293065828925,0.47199847658446936
2022-03-11,0.033535861212168686,0.1547102412643906,0.290439067350128,0.5213148301733128
2022-03-18,0.010193859157689736,0.1376415588436865,0.2915842076565984,0.5605803743420255
2022-03-25,0.38788129898172385,0.3263927822487332,0.23020478478706813,0.05552113398247489
2022-04-01,0.34183838042479947,0.3805427365380713,0.27550597501413876,0.002112908022990473
2022-04-08,0.3440552021189966,0.37681786770705733,0.27273061487181405,0.006396315302132032
2022-04-15,0.3971578716420044,0.32206036030878327,0.22344225350303817,0.057339514546174204
2022-04-22,0.3293120711963183,0.3356070631113581,0.2582757450815052,0.07680512061081857
2022-04-29,0.24114146003285666,0.30750023959614486,0.28074163205247094,0.17061666831852748
2022-05-06,0.284694341882411,0.31865840309903654,0.26829916569764517,0.12834808932090722
2022-05-13,0.2930994838963455,0.3297155444051246,0.27032178605674706,0.10686318564178282
2022-05-20,0.4562270474955097,0.20139057066639193,0.13880712070588944,0.20357526113220895
2022-05-27,0.4956386908025616,0.16485007862012657,0.10448067918748126,0.23503055138983064
2022-06-03,0.4451237684794979,0.21779168728098844,0.1607972320215706,0.17628731221794308
2022-06-10,0.36024427569014356,0.3229526757930588,0.24978973534146376,0.06701331317533386
2022-06-17,0.2911099298466191,0.33531690381130497,0.273939116425363,0.09963404991671293
2022-06-24,0.3535734013497518,0.3440941970263333,0.2524689214813496,0.04986348014256529
2022-07-01,0.4350775385360253,0.2547862759356473,0.17420293439735646,0.13593325113097093
2022-07-08,0.4390881380010928,0.26023963606132466,0.185966227020668,0.11470599891691462
2022-07-15,0.4117758195571235,0.26405984830524404,0.2029693970530368,0.12119493508459567
2022-07-22,0.3044115957268661,0.339185133817939,0.2967992134714659,0.059604056983729115
2022-07-29,0.21722319393240924,0.3441161987852991,0.3358711710470892,0.10278943623520242
2022-08-05,0.4718321443781976,0.22258252080399485,0.1531453702245911,0.15243996459321646
2022-08-12,0.305095081298008,0.3188081465844252,0.2860392439077654,0.09005752820980144
2022-08-19,0.30717911658396674,0.3365980873996228,0.29495561545709453,0.06126718055931597
2022-08-26,4.890196289735063e-05,0.13017776656245,0.29205933779318843,0.5777139936814641
2022-09-02,0.3770112810234162,0.27845088828560044,0.21192722582760334,0.13261060486338005
2022-09-09,0.31322199614792456,0.3650414307814612,0.2826752651136,0.039061307957014124
2022-09-16,0.0832782985621668,0.18117420541474336,0.28305522116236254,0.45249227486072746
2022-09-23,0.24292133289649548,0.31325803941110797,0.28441752490540406,0.15940310278699252
2022-09-30,0.2897229961466498,0.2964842318132649,0.2555239598802149,0.15826881215987046
2022-10-07,0.36070150891015657,0.3137045353305722,0.23640340867615986,0.0891905470831114
2022-10-14,0.3491440269189756,0.26759033679127514,0.21636360044288216,0.1669020358468669
2022-10-21,0.30098485447099027,0.19843648323508828,0.20157532562714717,0.2990033366667743
2022-10-28,0.37944703616866143,0.26056545278242665,0.20354025793862884,0.15644725311028312
2022-11-04,0.43749362142358067,0.2212143051252168,0.15704833497008827,0.18424373848111433
2022-11-11,0.12744184841954498,0.12811810546917912,0.23831469218432796,0.506125353926948
2022-11-18,0.00010780866197299279,0.1301763667535416,0.2920342630074588,0.5776815615770267
2022-11-25,0.5425780959555384,0.12188957140422454,0.0634177366890806,0.2721145959511565
2022-12-02,0.32373184519322024,0.12619274110557607,0.15612631955519315,0.39394909414601054
2022-12-09,0.4031565907991382,0.2693148936598825,0.21237673700825055,0.11515177853272877
2022-12-16,0.5704547656539604,0.12807406974941757,0.054966804771461986,0.24650435982516006
2022-12-23,0.5528138088490863,0.1868070786373271,0.09893354956436547,0.1614455629492212
2022-12-30,0.4977777167148101,0.1968464535910867,0.12607556567716974,0.1793002640169335
2023-01-06,0.593611248160438,0.16463898588061163,0.06559281197079807,0.1761569539881523
2023-01-13,0.6246472345050099,0.13818194626929214,0.037582996990180625,0.1995878222355173
2023-01-20,0.49816498333374426,0.14970202697976218,0.09566973820542127,0.2564632514810724
2023-01-27,0.39605549191595213,0.1287289936669074,0.12746274764425636,0.3477527667728841
2023-02-03,0.3370453542424903,0.29315252653141155,0.2536493449010331,0.116152774325065
2023-02-10,0.1634081059812171,0.12760581734153165,0.22317573744513905,0.4858103392321122
2023-02-17,0.4592198255983476,0.25533302245594197,0.16750475353837738,0.11794239840733302
2023-02-24,0.15183856607012533,0.2418150876433319,0.2849322384757453,0.32141410781079754
2023-03-03,0.037756415373926766,0.15791598317323396,0.29029147002174327,0.514036131431096
2023-03-10,4.18281072990919e-05,0.13017793943300343,0.2920623512988762,0.5777178811608212
2023-03-17,0.5423982957830317,0.17765544155119448,0.09581917505821697,0.18412708760755694
2023-03-24,0.3486526370645677,0.29089418967552344,0.24920482529001742,0.11124834796989133
2023-03-31,0.3257941245026444,0.3055308288447091,0.26864185590468304,0.10003319074796352
2023-04-07,0.26194593836544516,0.33612740880898145,0.31486855024758365,0.08705810257798974
2023-04-14,0.2096496381994742,0.3595184597511901,0.3484499227323657,0.08238197931696996
2023-04-21,0.22920603421759772,0.3712168785584016,0.3481829494891906,0.05139413773481013
2023-04-28,0.05612797481560292,0.1717400755134508,0.28966347760651695,0.48246847206442933
2023-05-05,0.16898597030916376,0.36203987083913497,0.3676275844123438,0.10134657443935756
2023-05-12,0.1921879186012665,0.37707112622478695,0.36764036515291804,0.06310059002102854
2023-05-19,0.014409670975289337,0.14112255629100973,0.29166992182998186,0.552797850903719
2023-05-26,0.5837675109315162,0.14189552136047986,0.05635331965451684,0.21798364805348697
2023-06-02,0.3479783552424842,0.3148320975088124,0.26226980141429257,0.07491974583441068
2023-06-09,0.3641530292571783,0.30205573295819205,0.2483573575146379,0.08543388026999166
2023-06-16,0.29468362229209416,0.329829028635643,0.29165783374604115,0.08382951532622163
2023-06-23,0.31282821138681544,0.32398159339492993,0.2841299255285648,0.07906026968968988
2023-06-30,0.2654010187030631,0.3583848401150643,0.3224638100309949,0.053750331150877816
2023-07-07,0.2639948547526215,0.35437480344266975,0.32334404198155076,0.05828629982315802
2023-07-14,0.3446843836839519,0.3024713995872207,0.2590749175755585,0.09376929915326888
2023-07-21,0.3339379853591099,0.3044069112167854,0.26427943070232507,0.09737567272177966
2023-07-28,0.33554262699824444,0.3099065904120141,0.26757569856067376,0.08697508402906766
2023-08-04,0.33676198252662376,0.31695506246539806,0.2699740570360726,0.07630889797190558
2023-08-11,0.38112292688444654,0.2974791967318277,0.2316462150925302,0.08975166129119559
2023-08-18,0.38130326384970253,0.29382979189197395,0.23449342969964276,0.09037351455868085
2023-08-25,0.3473115833322269,0.316812735153774,0.2599040467994808,0.0759716347145184
2023-09-01,0.5059981819166155,0.2245921119619543,0.13158949489484112,0.1378202112265892
2023-09-08,0.3509330777956143,0.31281692639271713,0.2596998229657805,0.07655017284588825
2023-09-15,0.3226358688878533,0.325620819849924,0.2787837726063235,0.07295953865589927
2023-09-22,0.43768097190553007,0.257319737154161,0.18624454766135878,0.1187547432789501
2023-09-29,0.4374548606003308,0.2548498615231232,0.18422455638811058,0.12347072148843544
2023-10-06,0.43334569600262635,0.25604320774371836,0.1903590510833508,0.12025204517030458
2023-10-13,0.3932452897648488,0.28431492671977315,0.22493443297318277,0.09750535054219542
2023-10-20,0.42670302585300585,0.25489307137941924,0.18821655206542906,0.13018735070214588
2023-10-27,0.4838975468035052,0.15383332984668527,0.10363457159395725,0.2586345517558523
2023-11-03,0.3582273414243656,0.29668611646708815,0.24768763323126042,0.09739890887728578
2023-11-10,0.2832069522230266,0.336490671250332,0.30353457752925894,0.0767677989973825
2023-11-17,0.23152946164120022,0.36178007018141434,0.3353368438789439,0.07135362429844162
2023-11-24,0.42235151956427697,0.20134389675689382,0.152805810118023,0.22349877356080625
2023-12-01,0.4596821876772281,0.22481247486824965,0.16157283109617704,0.15393250635834516
2023-12-08,0.5584332103225228,0.1383498115097591,0.06537450835117527,0.23784246981654283
2023-12-15,0.37282522853314365,0.12393395798485073,0.13468397755912861,0.368556835922877
2023-12-22,0.24246563042441274,0.3630540554070636,0.3398206497606239,0.054659664407899745
2023-12-29,0.41657351927852065,0.24822049680220176,0.19352495716447063,0.14168102675480676
2024-01-05,0.31725400837622086,0.31733038784759965,0.2794824118397211,0.08593319193645843
2024-01-12,0.4637870365525154,0.23506778806162562,0.16108536464191978,0.1400598107439392
2024-01-19,0.44855909165472274,0.2623035703244044,0.17282125469052914,0.11631608333034385
2024-01-26,0.4449990873669377,0.27783982429932835,0.18158963898109262,0.09557144935264138
2024-02-02,0.48885968518548595,0.2165164298753922,0.14077203921157436,0.15385184572754743
2024-02-09,0.5756015037615343,0.1412824077804723,0.05942557873940567,0.22369050971858767
2024-02-16,0.3650062330380742,0.2962098471832062,0.24464029049575198,0.09414362928296764
2024-02-23,0.19798007201443107,0.35600907874014187,0.34812119247546525,0.09788965676996172
2024-03-01,0.1385875668943378,0.18966749626429197,0.26454234745827115,0.4072025893830991
